house_address,house_region,house_area,house_id,total_price,unit_price,house_layout,house_floor,house_rental_area,house_structure,house_inner_area,house_building_type,house_orientation,house_building_structure,house_decoration,house_elevator_sytle,house_elevator,house_listing_time,house_transaction_type,house_last_time,house_useage,house_years,house_property,house_mortgage_info,house_book,house_fx_id,house_longitude,house_latitude,city
迎屏路交行宿舍,包河,包公,103116430878,164,28271元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共6层),建筑面积58.01㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构混合结构,装修情况其他,梯户比例一梯三户,供暖方式暂无数据,2021-08-03,商品房,2012-08-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.308008,31.860269,合肥
创智广场,包河,包公,103116516730,79,10107元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共29层),建筑面积78.17㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东北,建筑结构钢混结构,装修情况简装,梯户比例四梯十四户,供暖方式暂无数据,2021-08-08,商品房,2010-06-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
金地国际城,包河,周谷堆,103115032745,64,16065元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积39.84㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2021-05-15,商品房,2010-12-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103108838786,79,15992元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共19层),建筑面积49.4㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况简装,梯户比例四梯十八户,供暖方式暂无数据,2020-04-27,商品房,2010-10-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103115032772,64,16105元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积39.74㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2021-05-15,商品房,2010-12-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103114408337,39,8931元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共30层),建筑面积43.67㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况简装,梯户比例三梯十九户,供暖方式暂无数据,2021-04-11,商品房,2009-04-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
铂金汉宫,包河,包公,103113847809,51,10166元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共24层),建筑面积50.17㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况精装,梯户比例三梯十八户,供暖方式暂无数据,2021-03-13,商品房,2015-03-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
铂金汉宫,包河,包公,103108068760,93.5,18637元/平米,房屋户型2室1厅0厨2卫,所在楼层高楼层 (共24层),建筑面积50.17㎡,户型结构复式,套内面积35.95㎡,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况简装,梯户比例三梯十八户,供暖方式暂无数据,2020-03-18,商品房,2014-02-24,普通住宅,满五年,非共有,有抵押 28万元 工商 客户偿还,已上传房本照片,,117.30737200295,31.830799656404,合肥
东环广场,包河,包公,103109183212,200,12698元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共18层),建筑面积157.51㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例五梯六户,供暖方式暂无数据,2020-05-16,商品房,2011-04-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.306822,31.852802,合肥
珠光花苑,包河,周谷堆,103109389526,82,12544元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积65.37㎡,户型结构平层,套内面积50.47㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例四梯十三户,供暖方式暂无数据,2020-05-27,商品房,2015-10-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30988338876,31.833457375063,合肥
吉瑞泰盛广场,包河,望湖,103113911264,50,6997元/平米,房屋户型2室1厅0厨1卫,所在楼层中楼层 (共27层),建筑面积71.46㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向东南 南,建筑结构钢混结构,装修情况简装,梯户比例四梯二十三户,供暖方式暂无数据,2021-03-16,商品房,2011-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.294268,31.818126,合肥
国贸公寓,包河,周谷堆,103115817840,149.5,18340元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共28层),建筑面积81.52㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东 东南,建筑结构钢混结构,装修情况精装,梯户比例两梯五户,供暖方式暂无数据,2021-06-28,商品房,2008-07-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30843222124,31.851745037146,合肥
创智广场,包河,包公,103112939500,150,14990元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共18层),建筑面积100.07㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构框架结构,装修情况精装,梯户比例一梯四户,供暖方式暂无数据,2021-01-06,商品房,2013-02-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
包河花园E区,包河,工业园,103115958545,125,13657元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共6层),建筑面积91.53㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构混合结构,装修情况精装,梯户比例一梯两户,供暖方式暂无数据,2021-07-06,商品房,2018-07-20,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.3466750214,31.802296738774,合肥
滨湖阳光里,包河,工业园,103114124178,260,28928元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共28层),建筑面积89.88㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-03-27,商品房,2021-03-27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.34914482781,31.775130329198,合肥
万达中心名宅,包河,包公,103116737722,245,27338元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共25层),建筑面积89.62㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例两梯五户,供暖方式暂无数据,2021-08-20,商品房,2011-03-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.308967,31.860935,合肥
滨湖阳光里,包河,工业园,103113699645,265,29776元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共28层),建筑面积89㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况毛坯,梯户比例两梯四户,供暖方式暂无数据,2021-03-06,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.34914482781,31.775130329198,合肥
水丽坊自在城,包河,工业园,103113060676,198,23424元/平米,房屋户型3室1厅1厨1卫,所在楼层中楼层 (共33层),建筑面积84.53㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-01-15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.33396743299,31.801976799464,合肥
华盛格林雅地,包河,工业园,103115332140,55,12158元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共19层),建筑面积45.24㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例四梯二十四户,供暖方式暂无数据,2021-06-01,商品房,2016-04-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.32480624972,31.798178597385,合肥
华盛格林雅地,包河,工业园,103115890164,69,13260元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共20层),建筑面积52.04㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例四梯二十四户,供暖方式暂无数据,2021-07-02,商品房,2010-06-28,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.32480624972,31.798178597385,合肥
华盛格林雅地,包河,工业园,103114174846,81,15775元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共19层),建筑面积51.35㎡,户型结构平层,套内面积51㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例四梯二十四户,供暖方式暂无数据,2021-03-29,商品房,2010-04-19,普通住宅,满五年,非共有,有抵押 10万元 业主自还,已上传房本照片,,117.32480624972,31.798178597385,合肥
万振逍遥苑四期,包河,周谷堆,103115997709,66,15958元/平米,房屋户型1室0厅1厨1卫,所在楼层中楼层 (共9层),建筑面积41.36㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯十九户,供暖方式暂无数据,2021-07-08,商品房,2011-12-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31405931156,31.839038789218,合肥
珠光花苑,包河,周谷堆,103116305638,46,10561元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积43.56㎡,户型结构平层,套内面积33.63㎡,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况简装,梯户比例四梯十三户,供暖方式暂无数据,2021-07-27,商品房,2015-10-16,普通住宅,满五年,共有,有抵押 15万元 客户偿还,已上传房本照片,,117.30988338876,31.833457375063,合肥
独秀园,包河,周谷堆,103112819746,175,12681元/平米,房屋户型5室2厅1厨1卫,所在楼层中楼层 (共5层),建筑面积138.01㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构混合结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2020-12-27,商品房,2004-05-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.32849915479,31.842807105266,合肥
金地国际城,包河,周谷堆,103113223798,85,17458元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共19层),建筑面积48.69㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况其他,梯户比例四梯十八户,供暖方式暂无数据,2021-01-28,商品房,2013-11-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103113610521,89,18231元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共19层),建筑面积48.82㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向西南,建筑结构钢混结构,装修情况其他,梯户比例四梯十八户,供暖方式暂无数据,2021-03-02,商品房,2017-05-22,普通住宅,满两年,非共有,有抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
铂金汉宫,包河,包公,103112305474,105,20565元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共24层),建筑面积51.06㎡,户型结构复式,套内面积36.59㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2020-11-20,商品房,2014-07-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
万振逍遥苑四期,包河,周谷堆,103115216346,60,15256元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共9层),建筑面积39.33㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况简装,梯户比例两梯十九户,供暖方式暂无数据,2021-05-25,商品房,2016-03-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31405931156,31.839038789218,合肥
万达中心名宅,包河,包公,103116241020,276,29062元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共47层),建筑面积94.97㎡,户型结构平层,套内面积72.51㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯四户,供暖方式暂无数据,2021-07-22,商品房,2013-09-23,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,,117.308967,31.860935,合肥
创智广场,包河,包公,103110474439,80.5,10272元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共29层),建筑面积78.37㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西北,建筑结构钢混结构,装修情况简装,梯户比例四梯十四户,供暖方式暂无数据,2020-07-28,商品房,2016-07-28,普通住宅,满五年,非共有,有抵押 15万元 业主自还,已上传房本照片,,117.30582465092,31.833505441201,合肥
创智广场,包河,包公,103115472955,78,11853元/平米,房屋户型2室1厅0厨1卫,所在楼层低楼层 (共29层),建筑面积65.81㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例四梯十四户,供暖方式暂无数据,2021-06-08,商品房,2010-08-10,普通住宅,满五年,非共有,有抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
创智广场,包河,包公,103113192370,47,11597元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共29层),建筑面积40.53㎡,户型结构平层,套内面积40.53㎡,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例四梯十九户,供暖方式暂无数据,2021-01-25,商品房,2012-05-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
手表厂小区,包河,常青,103112048233,83,14085元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共6层),建筑面积58.93㎡,户型结构复式,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构砖混结构,装修情况简装,梯户比例一梯八户,供暖方式暂无数据,2020-11-03,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.2802344969,31.833381512485,合肥
珠光花苑,包河,周谷堆,103114289608,157.2,12058元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积130.38㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例四梯十三户,供暖方式暂无数据,2021-04-05,商品房,2021-08-24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30988338876,31.833457375063,合肥
南翔茗座,包河,工业园,103115771687,78,10834元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共22层),建筑面积72㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯十六户,供暖方式暂无数据,2021-06-26,商品房,2021-06-26,普通住宅,未满两年,非共有,有抵押 21万元 银行 客户偿还,已上传房本照片,,117.334725,31.774913,合肥
万泓中心,包河,工业园,103115274408,235,21802元/平米,房屋户型3室2厅1厨2卫,所在楼层高楼层 (共33层),建筑面积107.79㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况毛坯,梯户比例两梯五户,供暖方式暂无数据,2021-05-28,商品房,2020-07-17,普通住宅,未满两年,非共有,有抵押 50万元,已上传房本照片,,117.33274693715,31.799113233774,合肥
京华世家,包河,淝河镇,103113507739,152.5,14993元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共16层),建筑面积101.72㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2021-02-25,商品房,2021-01-06,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.32255142353,31.821095594613,合肥
华盛格林雅地,包河,工业园,103115581141,108,23873元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共19层),建筑面积45.24㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例四梯二十四户,供暖方式暂无数据,2021-06-15,商品房,2021-08-05,普通住宅,未满两年,非共有,有抵押,已上传房本照片,,117.32480624972,31.798178597385,合肥
金湾嘉园,包河,包公,103114485702,132.5,25119元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共33层),建筑面积52.75㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例两梯五户,供暖方式暂无数据,2021-04-15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.31284933954,31.855643337307,合肥
国贸公寓,包河,周谷堆,103109074776,96,16272元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共28层),建筑面积59㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯五户,供暖方式暂无数据,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30843222124,31.851745037146,合肥
星海城,包河,包公,103115283328,70,18349元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积38.15㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况精装,梯户比例两梯十七户,供暖方式暂无数据,2021-05-29,商品房,2020-06-03,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
金地国际城,包河,周谷堆,103113839491,34,9333元/平米,房屋户型1室0厅0厨1卫,所在楼层低楼层 (共27层),建筑面积36.43㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况精装,梯户比例四梯二十九户,供暖方式暂无数据,2021-03-13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103110901365,45,11324元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共30层),建筑面积39.74㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东北,建筑结构钢混结构,装修情况精装,梯户比例三梯十九户,供暖方式暂无数据,2020-08-22,商品房,2020-08-08,普通住宅,未满两年,非共有,有抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
星海城,包河,包公,103109477460,68,17700元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积38.42㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯十七户,供暖方式暂无数据,2020-05-31,商品房,2020-06-05,普通住宅,未满两年,非共有,有抵押 40万元 业主自还,已上传房本照片,,117.30759389867,31.82747532462,合肥
星海城,包河,包公,103115931312,67,17563元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积38.15㎡,户型结构平层,套内面积38.12㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况精装,梯户比例两梯十七户,供暖方式暂无数据,2021-07-04,商品房,2019-11-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
寰宇上都大厦,包河,周谷堆,103105868861,55,12720元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共31层),建筑面积43.24㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况简装,梯户比例四梯二十七户,供暖方式暂无数据,2019-08-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.317824,31.832941,合肥
和昌都汇华府,包河,周谷堆,103111263091,88,17299元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积50.87㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西北,建筑结构钢混结构,装修情况简装,梯户比例两梯七户,供暖方式暂无数据,2020-09-13,商品房,2021-08-10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.31597861501,31.82962039135,合肥
和昌都汇华府,包河,周谷堆,103116731753,215,24171元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积88.95㎡,户型结构平层,套内面积69.67㎡,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-20,商品房,2013-02-26,普通住宅,满五年,共有,无抵押,已上传房本照片,,117.31597861501,31.82962039135,合肥
兰亭公寓,包河,芜湖路,103116363674,68,20281元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共30层),建筑面积33.53㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例五梯五十户,供暖方式暂无数据,2021-07-30,商品房,2016-11-30,普通住宅,满两年,共有,无抵押,已上传房本照片,,117.28475,31.852523,合肥
万达中心名宅,包河,包公,103116737395,438,31495元/平米,房屋户型4室1厅1厨2卫,所在楼层高楼层 (共25层),建筑面积139.07㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯五户,供暖方式暂无数据,2021-08-20,商品房,2015-06-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.308967,31.860935,合肥
包河花园E区,包河,工业园,103109034091,148,12169元/平米,房屋户型3室2厅1厨2卫,所在楼层中楼层 (共6层),建筑面积121.63㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构混合结构,装修情况毛坯,梯户比例一梯两户,供暖方式暂无数据,2020-05-08,商品房,2018-08-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.3466750214,31.802296738774,合肥
金地国际城,包河,周谷堆,103110766289,213,15799元/平米,房屋户型3室2厅1厨2卫,所在楼层低楼层 (共11层),建筑面积134.82㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯两户,供暖方式暂无数据,2020-08-14,商品房,2014-04-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
百大职工宿舍,包河,周谷堆,103104279601,173,14725元/平米,房屋户型3室2厅2厨2卫,所在楼层高楼层 (共6层),建筑面积117.49㎡,户型结构复式,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构钢混结构,装修情况毛坯,梯户比例一梯两户,供暖方式暂无数据,2019-03-30,商品房,2006-11-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.308823,31.838289,合肥
水丽坊自在城,包河,工业园,103114987847,194,22951元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共33层),建筑面积84.53㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-05-12,商品房,2014-09-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.33396743299,31.801976799464,合肥
盛大德馨府,包河,骆岗,103116834974,122,15642元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共15层),建筑面积78㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-08-26,回迁房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.304304,31.800919,合肥
地矿家园,包河,周谷堆,103116595953,195,20137元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共34层),建筑面积96.84㎡,户型结构平层,套内面积79.28㎡,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-08-13,商品房,2014-06-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31382881441,31.830796275817,合肥
金江苑小区,包河,常青,103114258268,115.5,15178元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共6层),建筑面积76.1㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构砖混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-04-03,商品房,2000-08-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.27288853025,31.834353432596,合肥
信达天御悦澜园,包河,常青,103114666237,352,32073元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共34层),建筑面积109.75㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯两户,供暖方式暂无数据,2021-04-24,商品房,2019-08-09,普通住宅,满两年,非共有,有抵押 60万元 建行 业主自还,已上传房本照片,,117.271794,31.811314,合肥
万振城市广场,包河,周谷堆,103114714050,64.8,11572元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积56㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例四梯十三户,供暖方式暂无数据,2021-04-27,商品房,2016-01-01,普通住宅,满五年,非共有,有抵押 3万元,已上传房本照片,,117.30984163325,31.827456645563,合肥
绿地海顿公馆B,包河,周谷堆,103115583304,220,27195元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共33层),建筑面积80.9㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2021-06-15,商品房,2016-10-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.31123465523,31.836587783457,合肥
绿地中心公馆,包河,常青,103114066708,230.5,27589元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共32层),建筑面积83.55㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-03-24,商品房,2018-06-18,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.274531,31.816325,合肥
教师南村,包河,望湖,103116009280,153.8,11620元/平米,房屋户型3室1厅1厨2卫,所在楼层高楼层 (共6层),建筑面积132.36㎡,户型结构复式,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构砖混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-07-09,商品房,2002-05-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30026222605,31.828639374293,合肥
万振逍遥苑二期,包河,周谷堆,103115326615,239.5,16716元/平米,房屋户型3室2厅1厨2卫,所在楼层低楼层 (共6层),建筑面积143.28㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-05-31,商品房,2003-12-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30956039941,31.840395849173,合肥
铂金汉宫,包河,包公,103110023044,124.5,22249元/平米,房屋户型2室2厅1厨2卫,所在楼层中楼层 (共24层),建筑面积55.96㎡,户型结构复式,套内面积40.1㎡,建筑类型板塔结合,房屋朝向东 北,建筑结构钢混结构,装修情况精装,梯户比例三梯十八户,供暖方式暂无数据,2020-07-02,商品房,2014-02-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
