house_address,house_region,house_area,house_id,total_price,unit_price,house_layout,house_floor,house_rental_area,house_structure,house_inner_area,house_building_type,house_orientation,house_building_structure,house_decoration,house_elevator_sytle,house_elevator,house_listing_time,house_transaction_type,house_last_time,house_useage,house_years,house_property,house_mortgage_info,house_book,house_fx_id,house_longitude,house_latitude,city
盛大德馨府,包河,骆岗,103114779209,244.5,16498元/平米,房屋户型4室2厅1厨2卫,所在楼层中楼层 (共15层),建筑面积148.2㎡,户型结构平层,套内面积暂无数据,建筑类型板楼,房屋朝向南 北,建筑结构钢混结构,装修情况精装,梯户比例两梯两户,供暖方式暂无数据,2021-04-30,回迁房,2020-12-19,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.304304,31.800919,合肥
金地国际城,包河,周谷堆,103112200675,95.5,11814元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共30层),建筑面积80.84㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向西南,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2020-11-13,商品房,2021-04-09,普通住宅,未满两年,非共有,有抵押 40万房贷,已上传房本照片,,117.30942620912,31.843043637141,合肥
吉瑞泰盛广场,包河,望湖,103116389149,30,6990元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共27层),建筑面积42.92㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例四梯二十三户,供暖方式暂无数据,2021-08-01,商品房,2016-07-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.294268,31.818126,合肥
锦城公馆,包河,常青,103115377162,69,16398元/平米,房屋户型1室0厅1厨1卫,所在楼层中楼层 (共21层),建筑面积42.08㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯二十户,供暖方式暂无数据,2021-06-03,商品房,2018-07-17,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.263486,31.814408,合肥
铂金汉宫,包河,包公,103112777402,62,12191元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共24层),建筑面积50.86㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例三梯十八户,供暖方式暂无数据,2020-12-24,商品房,2010-12-05,普通住宅,满五年,非共有,有抵押 10万元,已上传房本照片,,117.30737200295,31.830799656404,合肥
世纪阳光花园青阳苑,包河,包公,103115336918,234.5,18039元/平米,房屋户型3室2厅1厨2卫,所在楼层低楼层 (共6层),建筑面积130㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-06-01,商品房,2009-06-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30689439006,31.841504639781,合肥
星海城,包河,包公,103114438468,67,17563元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积38.15㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例两梯十七户,供暖方式暂无数据,2021-04-12,商品房,2020-05-13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
星海城,包河,包公,103115399497,61.4,15969元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积38.45㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况简装,梯户比例两梯十七户,供暖方式暂无数据,2021-06-04,商品房,2019-11-13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
绿地海顿公馆A,包河,周谷堆,103116680126,151,21504元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共30层),建筑面积70.22㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯三户,供暖方式暂无数据,2021-08-17,商品房,2017-10-25,普通住宅,满两年,非共有,有抵押 70万元,已上传房本照片,,117.31389114826,31.836976870091,合肥
华盛格林雅地,包河,工业园,103116104350,39,8508元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共20层),建筑面积45.84㎡,户型结构暂无数据,套内面积43.64㎡,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例四梯二十四户,供暖方式暂无数据,2021-07-14,商品房,2017-04-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.32480624972,31.798178597385,合肥
江淮化肥厂小区,包河,芜湖路,103115458567,90,15590元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共7层),建筑面积57.73㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构混合结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-06-08,商品房,2018-05-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.27195795767,31.836896160939,合肥
星海城,包河,包公,103115603100,200,20893元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共33层),建筑面积95.73㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-06-16,商品房,2019-06-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
中辰优唐广场,包河,常青,103114465650,110,16391元/平米,房屋户型3室2厅2厨2卫,所在楼层高楼层 (共18层),建筑面积67.11㎡,户型结构暂无数据,套内面积48.25㎡,建筑类型板塔结合,房屋朝向南 西 北,建筑结构钢混结构,装修情况其他,梯户比例一梯十二户,供暖方式暂无数据,2021-04-14,商品房,2021-02-01,商住两用,未满两年,非共有,无抵押,已上传房本照片,,117.242421,31.798968,合肥
珠光花苑,包河,周谷堆,103115641389,125,13530元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积92.39㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向东 北,建筑结构钢混结构,装修情况其他,梯户比例四梯十三户,供暖方式暂无数据,2021-06-18,商品房,2015-11-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30988338876,31.833457375063,合肥
金地国际城,包河,周谷堆,103104384093,292,14976元/平米,房屋户型5室2厅1厨2卫,所在楼层高楼层 (共11层),建筑面积194.98㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯两户,供暖方式暂无数据,2019-04-10,商品房,2008-12-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103116854047,76,10996元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共30层),建筑面积69.12㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十九户,供暖方式暂无数据,2021-08-27,商品房,2019-08-07,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
华夏茗湾学府,包河,工业园,103116649963,285,28756元/平米,房屋户型3室2厅1厨1卫,所在楼层高楼层 (共30层),建筑面积99.11㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-16,商品房,2018-08-29,普通住宅,满两年,共有,有抵押,已上传房本照片,,117.33344992713,31.774028899929,合肥
和地蓝湾,包河,周谷堆,103105236993,28.8,7340元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共23层),建筑面积39.24㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯二十三户,供暖方式暂无数据,2019-07-04,商品房,2010-06-09,商住两用,满五年,非共有,无抵押,已上传房本照片,,117.31133783429,31.829086319401,合肥
铂金汉宫,包河,包公,103114402579,62,12212元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共24层),建筑面积50.77㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2021-04-10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30737200295,31.830799656404,合肥
绿地海顿公馆C,包河,周谷堆,103115675203,180,25900元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共33层),建筑面积69.5㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯五户,供暖方式暂无数据,2021-06-20,商品房,2011-03-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31169795412,31.835278901027,合肥
和地蓝湾,包河,周谷堆,103111316596,32,8000元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共23层),建筑面积40㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例两梯二十三户,供暖方式暂无数据,2020-09-16,商品房,2016-06-14,商住两用,满五年,非共有,无抵押,已上传房本照片,,117.31133783429,31.829086319401,合肥
铂金汉宫,包河,包公,103112308389,94,18088元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共24层),建筑面积51.97㎡,户型结构暂无数据,套内面积37.24㎡,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2020-11-21,商品房,2014-02-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
铂金汉宫,包河,包公,103115888082,77,15167元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共24层),建筑面积50.77㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向北,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2021-07-02,商品房,2013-12-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
和地蓝湾,包河,周谷堆,103112417050,169,19681元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共18层),建筑面积85.87㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯三户,供暖方式暂无数据,2020-11-29,商品房,2010-08-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.31133783429,31.829086319401,合肥
创智广场,包河,包公,103115170584,48,11679元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共29层),建筑面积41.1㎡,户型结构暂无数据,套内面积30.86㎡,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例四梯十九户,供暖方式暂无数据,2021-05-23,商品房,2010-11-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30582465092,31.833505441201,合肥
铂金汉宫,包河,包公,103115997237,75,14950元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共24层),建筑面积50.17㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2021-07-08,商品房,2016-06-06,普通住宅,满五年,非共有,有抵押 30万元 业主自还,已上传房本照片,,117.30737200295,31.830799656404,合肥
方圆居,包河,包公,103116532451,140,27143元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共5层),建筑面积51.58㎡,户型结构暂无数据,套内面积暂无数据,建筑类型塔楼,房屋朝向南,建筑结构混合结构,装修情况其他,梯户比例四梯三户,供暖方式暂无数据,2021-08-09,商品房,2021-04-10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.31030490931,31.854646517504,合肥
滨湖阳光里,包河,工业园,103114103226,275,29650元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共33层),建筑面积92.75㎡,户型结构暂无数据,套内面积暂无数据,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯三户,供暖方式暂无数据,2021-03-26,商品房,2021-03-28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.34914482781,31.775130329198,合肥
星海城,包河,包公,103116249516,75,19670元/平米,房屋户型1室1厅1厨1卫,所在楼层低楼层 (共32层),建筑面积38.13㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯十七户,供暖方式暂无数据,2021-07-23,商品房,2021-08-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.30759389867,31.82747532462,合肥
淝南家园南区,包河,常青,103115873398,126,15478元/平米,房屋户型2室2厅1厨1卫,所在楼层低楼层 (共13层),建筑面积81.41㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-07-01,回迁房,2020-12-02,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.28563412683,31.809882379083,合肥
金地国际城,包河,周谷堆,103108777292,235,18360元/平米,房屋户型3室1厅1厨2卫,所在楼层高楼层 (共23层),建筑面积128㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2020-04-24,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30942620912,31.843043637141,合肥
金地国际城,包河,周谷堆,103104499791,97,20264元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共19层),建筑面积47.87㎡,户型结构暂无数据,套内面积33.42㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例四梯十八户,供暖方式暂无数据,2019-04-21,商品房,2013-04-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
铂金汉宫,包河,包公,103113031816,85,16743元/平米,房屋户型1室1厅1厨2卫,所在楼层高楼层 (共24层),建筑面积50.77㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例三梯十八户,供暖方式暂无数据,2021-01-13,商品房,2010-05-31,普通住宅,满五年,共有,暂无数据,已上传房本照片,,117.30737200295,31.830799656404,合肥
恒兴广场,包河,周谷堆,103116933516,220,9960元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共27层),建筑面积220.9㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例四梯十户,供暖方式暂无数据,2021-08-31,商品房,2014-07-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.312894,31.85417,合肥
骆苑小区,包河,望湖,103116906333,149,13376元/平米,房屋户型3室2厅1厨2卫,所在楼层低楼层 (共6层),建筑面积111.4㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-08-30,商品房,2017-04-16,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.30399007159,31.82689227831,合肥
江南新里程,包河,芜湖路,103116794973,150,22649元/平米,房屋户型3室1厅1厨2卫,所在楼层中楼层 (共16层),建筑面积66.23㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例三梯十八户,供暖方式暂无数据,2021-08-23,商品房,2012-07-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.28734972027,31.840442794864,合肥
上风尚城,包河,工业园,103113931165,260,17299元/平米,房屋户型4室2厅1厨2卫,所在楼层中楼层 (共11层),建筑面积150.3㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯两户,供暖方式暂无数据,2021-03-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,117.32020056239,31.800182493217,合肥
和昌都汇华府,包河,周谷堆,103116541608,280,22781元/平米,房屋户型4室2厅1厨2卫,所在楼层中楼层 (共30层),建筑面积122.91㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-08-10,商品房,2019-08-06,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.31597861501,31.82962039135,合肥
绿地中心,包河,常青,103112645017,64,11501元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共24层),建筑面积55.65㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向东,建筑结构钢混结构,装修情况简装,梯户比例四梯二十六户,供暖方式暂无数据,2020-12-15,商品房,2019-06-26,商住两用,满两年,非共有,无抵押,已上传房本照片,,117.27410477487,31.819784469504,合肥
恒生阳光城,包河,芜湖路,103113908806,121,17396元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共18层),建筑面积69.56㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例四梯十一户,供暖方式暂无数据,2021-03-16,商品房,2009-03-13,普通住宅,满五年,共有,有抵押 15万元 业主自还,已上传房本照片,,117.290534,31.839016,合肥
万振逍遥苑四期,包河,周谷堆,103115578193,67,14366元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共32层),建筑面积46.64㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例四梯十五户,供暖方式暂无数据,2021-06-15,商品房,2013-12-05,普通住宅,满五年,非共有,有抵押 5万元,已上传房本照片,,117.31405931156,31.839038789218,合肥
风和园,包河,包公,103115721064,460,26060元/平米,房屋户型4室2厅1厨2卫,所在楼层低楼层 (共6层),建筑面积176.52㎡,户型结构暂无数据,套内面积176.52㎡,建筑类型板楼,房屋朝向南 北,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-06-23,商品房,2010-09-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.3083634639,31.855603660409,合肥
金地国际城,包河,周谷堆,103113180964,36,9780元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共27层),建筑面积36.81㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向西,建筑结构钢混结构,装修情况其他,梯户比例四梯二十九户,供暖方式暂无数据,2021-01-24,商品房,2009-04-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
星海城,包河,包公,103112215190,63,16514元/平米,房屋户型1室1厅1厨1卫,所在楼层中楼层 (共32层),建筑面积38.15㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯十七户,供暖方式暂无数据,2020-11-14,商品房,2020-04-02,普通住宅,未满两年,非共有,有抵押 37万元 客户偿还,已上传房本照片,,117.30759389867,31.82747532462,合肥
滨湖阳光里,包河,工业园,103114770998,265,29998元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共28层),建筑面积88.34㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-04-30,商品房,2020-12-25,普通住宅,未满两年,非共有,有抵押 95万元 建行,已上传房本照片,,117.34914482781,31.775130329198,合肥
南园新村,包河,芜湖路,103114558031,121,15567元/平米,房屋户型2室1厅1厨1卫,所在楼层中楼层 (共7层),建筑面积77.73㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯五户,供暖方式暂无数据,2021-04-18,商品房,2010-05-26,普通住宅,满五年,非共有,有抵押 10万元,已上传房本照片,,117.28275517656,31.840941560886,合肥
铂金汉宫,包河,包公,103115054813,70,18005元/平米,房屋户型1室0厅1厨1卫,所在楼层低楼层 (共28层),建筑面积38.88㎡,户型结构平层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-05-16,商品房,2011-03-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30737200295,31.830799656404,合肥
万振逍遥苑二期,包河,周谷堆,103115293581,350,17841元/平米,房屋户型3室2厅1厨2卫,所在楼层低楼层 (共3层),建筑面积196.18㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-05-30,商品房,2016-09-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.30956039941,31.840395849173,合肥
大店新村,包河,淝河镇,103113142770,280,14193元/平米,房屋户型7室2厅1厨2卫,所在楼层高楼层 (共6层),建筑面积197.29㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-01-21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 招商银行 客户偿还,未上传房本照片,,117.31477662693,31.819068907633,合肥
珠光花苑,包河,周谷堆,103112849582,170,9904元/平米,房屋户型4室2厅1厨1卫,所在楼层中楼层 (共32层),建筑面积171.65㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例四梯十三户,供暖方式暂无数据,2020-12-30,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,117.30988338876,31.833457375063,合肥
地矿家园,包河,周谷堆,103116611599,300,25240元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共34层),建筑面积118.86㎡,户型结构暂无数据,套内面积暂无数据,建筑类型塔楼,房屋朝向南,建筑结构钢混结构,装修情况精装,梯户比例两梯四户,供暖方式暂无数据,2021-08-13,商品房,2015-05-15,普通住宅,满五年,非共有,有抵押,已上传房本照片,,117.31382881441,31.830796275817,合肥
恒兴广场,包河,周谷堆,103116638753,58,12571元/平米,房屋户型1室1厅1厨1卫,所在楼层高楼层 (共30层),建筑面积46.14㎡,户型结构暂无数据,套内面积34.1㎡,建筑类型板塔结合,房屋朝向东南,建筑结构钢混结构,装修情况其他,梯户比例四梯十八户,供暖方式暂无数据,2021-08-15,商品房,2016-01-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.312894,31.85417,合肥
龙湖·景粼玖序,包河,工业园,103116954324,558,37790元/平米,房屋户型4室2厅1厨1卫,所在楼层高楼层 (共8层),建筑面积147.66㎡,户型结构暂无数据,套内面积126.16㎡,建筑类型板塔结合,房屋朝向南 北,建筑结构钢混结构,装修情况其他,梯户比例一梯两户,供暖方式暂无数据,2021-09-01,商品房,2021-04-23,普通住宅,未满两年,非共有,有抵押 180万元 业主自还,已上传房本照片,,117.343768,31.771509,合肥
包河万达广场,包河,包公,103114336979,352,12993元/平米,房屋户型1室1厅0厨1卫,所在楼层中楼层 (共32层),建筑面积270.93㎡,户型结构暂无数据,套内面积暂无数据,建筑类型塔楼,房屋朝向南,建筑结构钢结构,装修情况精装,梯户比例六梯十户,供暖方式暂无数据,2021-04-07,商品房,2011-12-08,商住两用,满五年,非共有,无抵押,已上传房本照片,,117.309388,31.86366,合肥
包河花园C区,包河,工业园,103115670661,128,12413元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积103.12㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-06-20,商品房,2019-06-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,,117.34264202562,31.805483919271,合肥
南丽湾,包河,工业园,103115765170,180,19761元/平米,房屋户型2室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积91.09㎡,户型结构暂无数据,套内面积75.96㎡,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-06-25,商品房,2014-05-30,普通住宅,满五年,共有,有抵押 1万元,已上传房本照片,,117.353861,31.780793,合肥
民康葛大店花园,包河,淝河镇,103116165005,139.5,14307元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共15层),建筑面积97.51㎡,户型结构暂无数据,套内面积78.68㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯三户,供暖方式暂无数据,2021-07-18,商品房,2016-01-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.32271097894,31.812259613506,合肥
包河苑,包河,工业园,103114024591,135,13092元/平米,房屋户型3室2厅1厨1卫,所在楼层低楼层 (共6层),建筑面积103.12㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例一梯两户,供暖方式暂无数据,2021-03-22,商品房,2012-08-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.32666260995,31.802186966599,合肥
紫竹苑,包河,常青,103113670088,130,14544元/平米,房屋户型2室2厅1厨1卫,所在楼层高楼层 (共14层),建筑面积89.39㎡,户型结构暂无数据,套内面积72.29㎡,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况简装,梯户比例两梯四户,供暖方式暂无数据,2021-03-05,回迁房,2020-12-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.2777245659,31.810558161095,合肥
二里河小区,包河,包公,103114688782,160,20799元/平米,房屋户型2室1厅1厨1卫,所在楼层高楼层 (共6层),建筑面积76.93㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板楼,房屋朝向南,建筑结构混合结构,装修情况其他,梯户比例两梯两户,供暖方式暂无数据,2021-04-25,商品房,2021-04-15,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.308916,31.860366,合肥
紫竹苑,包河,常青,103115279046,148,16443元/平米,房屋户型3室1厅1厨1卫,所在楼层高楼层 (共13层),建筑面积90.01㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例两梯四户,供暖方式暂无数据,2021-05-29,商品房,2020-12-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.2777245659,31.810558161095,合肥
仁和佳园,包河,淝河镇,103114697706,150,14796元/平米,房屋户型3室2厅1厨1卫,所在楼层中楼层 (共18层),建筑面积101.38㎡,户型结构暂无数据,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构混合结构,装修情况简装,梯户比例一梯四户,供暖方式暂无数据,2021-04-26,商品房,2020-08-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,117.32232373996,31.814034519088,合肥
金地国际城,包河,周谷堆,103116504748,88,17960元/平米,房屋户型2室1厅1厨1卫,所在楼层低楼层 (共19层),建筑面积49㎡,户型结构跃层,套内面积暂无数据,建筑类型板塔结合,房屋朝向南,建筑结构钢混结构,装修情况其他,梯户比例四梯十八户,供暖方式暂无数据,2021-08-08,商品房,2010-11-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,117.30942620912,31.843043637141,合肥
