站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称,行政区名称,bd经度,bd纬度
金安桥,BV10813545,jin an qiao,116.163167,39.92362,S1线,北京,石景山区,116.169034,39.929669
四道桥,BV10813547,si dao qiao,116.13401,39.91603,S1线,北京,门头沟区,116.140356,39.922119
桥户营,BV10813541,qiao hu ying,116.125809,39.912383,S1线,北京,门头沟区,116.132271,39.918355
上岸,BV10813543,shang an,116.122225,39.905138,S1线,北京,门头沟区,116.128714,39.911139
栗园庄,BV10813544,li yuan zhuang,116.123254,39.89578,S1线,北京,门头沟区,116.129827,39.901772
小园,BV10813542,xiao yuan,116.114443,39.890465,S1线,北京,门头沟区,116.121001,39.896157
石厂,BV10813546,shi chang,116.100334,39.889378,S1线,北京,门头沟区,116.106975,39.895137
苹果园,BV10013454,ping guo yuan,116.177388,39.926727,1号线,北京,石景山区,116.184405,39.9322
古城,BV10000295,gu cheng,116.190337,39.90745,1号线,北京,石景山区,116.197076,39.913414
八角游乐园,BV10013455,ba jiao you le yuan,116.212684,39.907442,1号线,北京,石景山区,116.219395,39.913076
八宝山,BV10000302,ba bao shan,116.235948,39.90744,1号线,北京,石景山区,116.2424,39.913187
玉泉路,BV10013456,yu quan lu,116.252888,39.907433,1号线,北京,海淀区,116.259475,39.913501
五棵松,BV10013457,wu ke song,116.273987,39.907456,1号线,北京,海淀区,116.280661,39.913834
万寿路,BV10013458,wan shou lu,116.294765,39.907474,1号线,北京,海淀区,116.301384,39.913712
公主坟,BV10000306,gong zhu fen,116.309919,39.907469,1号线,北京,海淀区,116.316746,39.913701
军事博物馆,BV10000188,jun shi bo wu guan,116.321459,39.907422,1号线,北京,海淀区,116.330207,39.914976
木樨地,BV10013459,mu xi di,116.337583,39.907379,1号线,北京,西城区,116.3441,39.913126
南礼士路,BV10000309,nan li shi lu,116.352583,39.907234,1号线,北京,西城区,116.359177,39.912979
复兴门,BV10007375,fu xing men,116.356866,39.907242,1号线,北京,西城区,116.36376,39.913025
西单,BV10006791,xi dan,116.374072,39.907383,1号线,北京,西城区,116.381905,39.913327
天安门西,BV10005941,tian an men xi,116.391278,39.907472,1号线,北京,西城区,116.398036,39.913776
天安门东,BV10006499,tian an men dong,116.401216,39.90778,1号线,北京,东城区,116.407913,39.914083
王府井,BV10006496,wang fu jing,116.411571,39.908069,1号线,北京,东城区,116.418017,39.914402
东单,BV10013440,dong dan,116.41848,39.908325,1号线,北京,东城区,116.425374,39.914503
建国门,BV10013432,jian guo men,116.435806,39.908501,1号线,北京,东城区,116.44195,39.914505
永安里,BV10013460,yong an li,116.450497,39.908454,1号线,北京,朝阳区,116.457086,39.914223
国贸,BV10013461,guo mao,116.461841,39.909104,1号线,北京,朝阳区,116.467328,39.914437
大望路,BV10013364,da wang lu,116.475783,39.908287,1号线,北京,朝阳区,116.483555,39.914615
四惠,BV10000275,si hui,116.495456,39.908749,1号线,北京,朝阳区,116.502033,39.914861
四惠东,BV10007589,si hui dong,116.515664,39.908495,1号线,北京,朝阳区,116.521965,39.914941
积水潭,BV10013430,ji shui tan,116.373126,39.948653,2号线,北京,西城区,116.379185,39.954765
鼓楼大街,BV10013431,gu lou da jie,116.393776,39.948972,2号线,北京,西城区,116.400232,39.95461
安定门,BV10001936,an ding men,116.40824,39.94918,2号线,北京,东城区,116.414597,39.955441
雍和宫,BV10006563,yong he gong,116.417069,39.949336,2号线,北京,东城区,116.42312,39.955113
东直门,BV10002731,dong zhi men,116.435842,39.941626,2号线,北京,东城区,116.441365,39.947769
东四十条,BV10001047,dong si shi tiao,116.434133,39.933801,2号线,北京,东城区,116.440638,39.939841
朝阳门,BV10004298,zhao yang men,116.434584,39.924499,2号线,北京,东城区,116.440194,39.93046
建国门,BV10013432,jian guo men,116.435806,39.908501,2号线,北京,东城区,116.44195,39.914505
北京站,BV10006813,bei jing zhan,116.427287,39.904983,2号线,北京,东城区,116.433608,39.911127
崇文门,BV10013433,chong wen men,116.417093,39.901063,2号线,北京,东城区,116.424429,39.907162
前门,BV10005884,qian men,116.397937,39.900192,2号线,北京,东城区,116.404588,39.905524
和平门,BV10013434,he ping men,116.384209,39.900098,2号线,北京,西城区,116.390619,39.906362
宣武门,BV10013415,xuan wu men,116.374314,39.899765,2号线,北京,西城区,116.380848,39.905881
长椿街,BV10013435,chang chun jie,116.363355,39.899433,2号线,北京,西城区,116.369911,39.90534
复兴门,BV10007375,fu xing men,116.356866,39.907242,2号线,北京,西城区,116.36376,39.913025
阜成门,BV10001036,fu cheng men,116.356009,39.923686,2号线,北京,西城区,116.362817,39.929522
车公庄,BV10013437,che gong zhuang,116.354357,39.932397,2号线,北京,西城区,116.361887,39.938351
西直门,BV10001595,xi zhi men,116.355426,39.940474,2号线,北京,西城区,116.361446,39.946471
天宫院,BV10003869,tian gong yuan,116.319932,39.670342,4号线大兴线,北京,大兴区,116.326437,39.676122
生物医药基地,BV10013422,sheng wu yi yao ji di,116.321662,39.68651,4号线大兴线,北京,大兴区,116.328218,39.692272
义和庄,BV10010394,yi he zhuang,116.319079,39.712387,4号线大兴线,北京,大兴区,116.325538,39.718296
黄村火车站,BV10000372,huang cun huo che zhan,116.332611,39.722966,4号线大兴线,北京,大兴区,116.339482,39.728326
黄村西大街,BV10002783,huang cun xi da jie,116.332631,39.731769,4号线大兴线,北京,大兴区,116.339128,39.73738
清源路,BV10013275,qing yuan lu,116.332513,39.742724,4号线大兴线,北京,大兴区,116.339019,39.748354
枣园,BV10013421,zao yuan,116.332204,39.753458,4号线大兴线,北京,大兴区,116.338975,39.759079
高米店南,BV10013420,gao mi dian nan,116.331605,39.763489,4号线大兴线,北京,大兴区,116.33841,39.769059
高米店北,BV10013419,gao mi dian bei,116.330787,39.773547,4号线大兴线,北京,大兴区,116.337331,39.779548
西红门,BV10000383,xi hong men,116.328689,39.7898,4号线大兴线,北京,大兴区,116.335169,39.795445
新宫,BV10013418,xin gong,116.365549,39.812592,4号线大兴线,北京,丰台区,116.372097,39.818302
公益西桥,BV10008170,gong yi xi qiao,116.370796,39.836135,4号线大兴线,北京,丰台区,116.37729,39.842329
角门西,BV10013417,jiao men xi,116.371154,39.84585,4号线大兴线,北京,丰台区,116.377646,39.851929
马家堡,BV10009949,ma jia bao,116.371361,39.853109,4号线大兴线,北京,丰台区,116.377878,39.859199
北京南站,BV10006454,bei jing nan zhan,116.378963,39.865029,4号线大兴线,北京,丰台区,116.385629,39.871108
陶然亭,BV10013416,tao ran ting,116.374383,39.87847,4号线大兴线,北京,西城区,116.380902,39.884625
菜市口,BV10013379,cai shi kou,116.374425,39.889296,4号线大兴线,北京,西城区,116.380956,39.895379
宣武门,BV10013415,xuan wu men,116.374314,39.899765,4号线大兴线,北京,西城区,116.380848,39.905881
西单,BV10006791,xi dan,116.374072,39.907383,4号线大兴线,北京,西城区,116.381905,39.913327
灵境胡同,BV10008400,ling jing hu tong,116.373746,39.915912,4号线大兴线,北京,西城区,116.380223,39.922136
西四,BV10013414,xi si,116.373332,39.924206,4号线大兴线,北京,西城区,116.37977,39.930248
平安里,BV10013413,ping an li,116.372883,39.933949,4号线大兴线,北京,西城区,116.377535,39.939734
新街口,BV10013412,xin jie kou,116.367742,39.940667,4号线大兴线,北京,西城区,116.374132,39.94658
西直门,BV10001595,xi zhi men,116.355426,39.940474,4号线大兴线,北京,西城区,116.361446,39.946471
动物园,BV10006771,dong wu yuan,116.339031,39.93825,4号线大兴线,北京,西城区,116.345204,39.943923
国家图书馆,BV10000252,GuoJia TuShuGuan,116.32519,39.943114,4号线大兴线,北京,海淀区,116.331555,39.948479
魏公村,BV10000255,wei gong cun,116.32322,39.957904,4号线大兴线,北京,海淀区,116.329874,39.963457
人民大学,BV10000258,ren min da xue,116.321367,39.966956,4号线大兴线,北京,海淀区,116.32809,39.97277
海淀黄庄,BV10013411,hai dian huang zhuang,116.317564,39.975996,4号线大兴线,北京,海淀区,116.324346,39.981865
中关村,BV10013410,zhong guan cun,116.316467,39.983991,4号线大兴线,北京,海淀区,116.323066,39.989956
北京大学东门,BV10013409,bei jing da xue dong men,116.315842,39.992212,4号线大兴线,北京,海淀区,116.322265,39.998006
圆明园,BV10013408,yuan ming yuan,116.310186,39.999662,4号线大兴线,北京,海淀区,116.315938,40.005466
西苑,BV10000920,xi yuan,116.290908,39.998258,4号线大兴线,北京,海淀区,116.297852,40.0049
北宫门,BV10013407,bei gong men,116.277647,40.002373,4号线大兴线,北京,海淀区,116.28399,40.008678
安河桥北,BV10013406,an he qiao bei,116.269956,40.012195,4号线大兴线,北京,海淀区,116.276432,40.018657
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,5号线,北京,丰台区,116.434908,39.851735
刘家窑,BV10013438,liu jia yao,116.422119,39.857521,5号线,北京,丰台区,116.428565,39.863697
蒲黄榆,BV10006603,pu huang yu,116.42372,39.865621,5号线,北京,丰台区,116.428882,39.871689
天坛东门,BV10013439,tian tan dong men,116.420833,39.882558,5号线,北京,东城区,116.427392,39.888497
磁器口,BV10013383,ci qi kou,116.41994,39.893172,5号线,北京,东城区,116.425886,39.899336
崇文门,BV10013433,chong wen men,116.417093,39.901063,5号线,北京,东城区,116.424429,39.907162
东单,BV10013440,dong dan,116.41848,39.908325,5号线,北京,东城区,116.425374,39.914503
灯市口,BV10013441,deng shi kou,116.417783,39.917113,5号线,北京,东城区,116.424268,39.92337
东四,BV10013442,dong si,116.417493,39.92437,5号线,北京,东城区,116.423284,39.93053
张自忠路,BV10001045,zhang zi zhong lu,116.417156,39.933592,5号线,北京,东城区,116.423579,39.939914
北新桥,BV10013443,bei xin qiao,116.416884,39.940782,5号线,北京,东城区,116.423298,39.947112
雍和宫,BV10006563,yong he gong,116.417069,39.949336,5号线,北京,东城区,116.42312,39.955113
和平里北街,BV10006616,he ping li bei jie,116.418504,39.958734,5号线,北京,东城区,116.425051,39.964752
和平西桥,BV10001221,he ping xi qiao,116.417975,39.968386,5号线,北京,朝阳区,116.424463,39.974502
惠新西街南口,BV10005412,hui xin xi jie nan kou,116.417537,39.977121,5号线,北京,朝阳区,116.424044,39.983276
惠新西街北口,BV10006707,hui xin xi jie bei kou,116.417028,39.987836,5号线,北京,朝阳区,116.423532,39.994151
大屯路东,BV10013376,da tun lu dong,116.417377,40.003841,5号线,北京,朝阳区,116.424567,40.009611
北苑路北,BV10013444,bei yuan lu bei,116.418089,40.030436,5号线,北京,朝阳区,116.424525,40.036821
立水桥南,BV10004309,li shui qiao nan,116.414496,40.041956,5号线,北京,朝阳区,116.420973,40.048143
立水桥,BV10000461,li shui qiao,116.41235,40.053032,5号线,北京,朝阳区,116.418267,40.059246
天通苑南,BV10013445,tian tong yuan nan,116.412661,40.066458,5号线,北京,昌平区,116.419113,40.072752
天通苑,BV10013446,tian tong yuan,116.412759,40.075222,5号线,北京,昌平区,116.419233,40.081478
天通苑北,BV10013447,tian tong yuan bei,116.412888,40.083668,5号线,北京,昌平区,116.419233,40.081478
潞城,BV10416639,lu cheng,116.747434,39.902652,6号线,北京,通州区,116.754522,39.908938
东夏园,BV10416641,dong xia yuan,116.73385,39.903147,6号线,北京,通州区,116.740105,39.909496
郝家府,BV10416644,hao jia fu,116.717826,39.903195,6号线,北京,通州区,116.724216,39.909287
北运河东,BV10416651,bei yun he dong,116.707056,39.903268,6号线,北京,通州区,116.71376,39.909262
北运河西,BV10416648,bei yun he xi,116.688358,39.903024,6号线,北京,通州区,116.694818,39.908843
通州北关,BV10416643,tong zhou bei guan,116.661131,39.917962,6号线,北京,通州区,116.668081,39.924613
物资学院路,BV10416645,wu zi xue yuan lu,116.639316,39.926801,6号线,北京,通州区,116.644583,39.936967
草房,BV10006882,cao fang,116.615574,39.924477,6号线,北京,朝阳区,116.622532,39.93067
常营,BV10006429,chang ying,116.599722,39.925696,6号线,北京,朝阳区,116.606124,39.93154
黄渠,BV10013505,huang qu,116.578266,39.924201,6号线,北京,朝阳区,116.584913,39.929937
褡裢坡,BV10013506,da lian po,116.563961,39.924021,6号线,北京,朝阳区,116.570245,39.929826
青年路,BV10013507,qing nian lu,116.517429,39.923168,6号线,北京,朝阳区,116.523309,39.929458
十里堡,BV10000481,shi li bao,116.502045,39.923076,6号线,北京,朝阳区,116.508491,39.929239
金台路,BV10008284,jin tai lu,116.478115,39.923556,6号线,北京,朝阳区,116.484908,39.929069
呼家楼,BV10013489,hu jia lou,116.461618,39.923337,6号线,北京,朝阳区,116.468118,39.92898
东大桥,BV10000548,dong da qiao,116.451657,39.923054,6号线,北京,朝阳区,116.458432,39.928663
朝阳门,BV10004298,zhao yang men,116.434584,39.924499,6号线,北京,东城区,116.440194,39.93046
东四,BV10013442,dong si,116.417493,39.92437,6号线,北京,东城区,116.423284,39.93053
南锣鼓巷,BV10013392,nan luo gu xiang,116.404192,39.933848,6号线,北京,东城区,116.408878,39.943562
北海北,BV10013508,bei hai bei,116.386829,39.933247,6号线,北京,西城区,116.393248,39.939519
平安里,BV10013413,ping an li,116.372883,39.933949,6号线,北京,西城区,116.377535,39.939734
车公庄,BV10013437,che gong zhuang,116.354357,39.932397,6号线,北京,西城区,116.361887,39.938351
车公庄西,BV10000051,che gong zhuang xi,116.344082,39.932466,6号线,北京,西城区,116.350735,39.938075
白石桥南,BV10000061,bai shi qiao nan,116.32568,39.933022,6号线,北京,海淀区,116.331685,39.938564
花园桥,BV10013509,hua yuan qiao,116.310683,39.93234,6号线,北京,海淀区,116.317569,39.938383
慈寿寺,BV10013496,ci shou si,116.295467,39.933268,6号线,北京,海淀区,116.300784,39.939302
海淀五路居,BV10013510,hai dian wu lu ju,116.276531,39.932584,6号线,北京,海淀区,116.282954,39.938607
田村,BV11103939,tian cun,116.252914,39.929503,6号线,北京,海淀区,116.25936,39.935624
廖公庄,BV11103937,liao gong zhuang,116.227292,39.932422,6号线,北京,海淀区,116.233561,39.938022
西黄村,BV11103938,xi huang cun,116.206932,39.933605,6号线,北京,石景山区,116.213379,39.939412
杨庄,BV10827741,yang zhuang,116.187004,39.92785,6号线,北京,石景山区,116.194169,39.93417
金安桥,BV10813545,jin an qiao,116.163167,39.92362,6号线,北京,石景山区,116.169034,39.929669
花庄,BV11253781,HuaZhuang,116.695495,39.856722,7号线,北京,通州区,116.701597,39.862395
高楼金,BV11303297,GaoLouJin,116.68434,39.863154,7号线,北京,通州区,116.691094,39.868934
群芳,BV11303300,QunFang,116.670792,39.863515,7号线,北京,通州区,116.678592,39.869057
万盛东,BV11303302,WanShengDong,116.657379,39.863491,7号线,北京,通州区,116.663868,39.869695
万盛西,BV11303299,WanShengXi,116.63216,39.863328,7号线,北京,通州区,116.638987,39.86981
黑庄户,BV11303296,HeiZhuangHu,116.599119,39.858725,7号线,北京,朝阳区,116.605874,39.864663
郎辛庄,BV11303301,Lang XinZhuang,116.569826,39.856496,7号线,北京,朝阳区,116.576754,39.862205
黄厂,BV11303298,HuangChang,116.553759,39.848979,7号线,北京,朝阳区,116.560434,39.855018
焦化厂,BV10013391,jiao hua chang,116.537247,39.855488,7号线,北京,朝阳区,116.543631,39.861686
双合,BV10416577,shuang he,116.526836,39.859691,7号线,北京,朝阳区,116.533066,39.866062
垡头,BV10007127,fa tou,116.511821,39.860728,7号线,北京,朝阳区,116.518225,39.867185
欢乐谷景区,BV10013389,huan le gu jing qu,116.500067,39.866505,7号线,北京,朝阳区,116.501366,39.873848
南楼梓庄,BV10013388,nan lou zi zhuang,116.501084,39.874578,7号线,北京,朝阳区,116.507813,39.88079
化工,BV10013387,hua gong,116.503439,39.887369,7号线,北京,朝阳区,116.510091,39.893437
百子湾,BV10000647,bai zi wan,116.497768,39.89253,7号线,北京,朝阳区,116.504162,39.898706
大郊亭,BV10013386,da jiao ting,116.487935,39.893183,7号线,北京,朝阳区,116.494705,39.899072
九龙山,BV10006224,jiu long shan,116.478695,39.893222,7号线,北京,朝阳区,116.484688,39.899325
双井,BV10013385,ShuangJing,116.461834,39.893512,7号线,北京,朝阳区,116.469147,39.899171
广渠门外,BV10013384,guang qu men wai,116.448998,39.893648,7号线,北京,东城区,116.455905,39.899309
广渠门内,BV10006633,guang qu men nei,116.433877,39.893673,7号线,北京,东城区,116.440734,39.899617
磁器口,BV10013383,ci qi kou,116.41994,39.893172,7号线,北京,东城区,116.425886,39.899336
桥湾,BV10396213,qiao wan,116.408464,39.892725,7号线,北京,东城区,116.415256,39.899013
珠市口,BV10013381,zhu shi kou,116.398104,39.891267,7号线,北京,西城区,116.404809,39.897338
虎坊桥,BV10013380,hu fang qiao,116.384596,39.889486,7号线,北京,西城区,116.390649,39.895692
菜市口,BV10013379,cai shi kou,116.374425,39.889296,7号线,北京,西城区,116.380956,39.895379
广安门内,BV10396212,guang an men nei,116.358239,39.889418,7号线,北京,西城区,116.364636,39.89543
达官营,BV10005975,da guan ying,116.336455,39.889884,7号线,北京,西城区,116.342267,39.89567
湾子,BV10006599,wan zi,116.327753,39.889954,7号线,北京,西城区,116.334406,39.895901
北京西站,BV10000102,bei jing xi zhan,116.321218,39.894706,7号线,北京,丰台区,116.327811,39.900677
中国美术馆,BV11095929,zhong guo mei shu guan,116.410803,39.923705,8号线,北京,东城区,116.417259,39.930527
南锣鼓巷,BV10013392,nan luo gu xiang,116.404192,39.933848,8号线,北京,东城区,116.408878,39.943562
什刹海,BV10013462,shi cha hai,116.396219,39.937583,8号线,北京,西城区,116.402555,39.943977
鼓楼大街,BV10013431,gu lou da jie,116.393776,39.948972,8号线,北京,西城区,116.400232,39.95461
安德里北街,BV10013463,an de li bei jie,116.395145,39.957227,8号线,北京,东城区,116.401546,39.96358
安华桥,BV10013464,an hua qiao,116.394655,39.968507,8号线,北京,朝阳区,116.400603,39.974878
北土城,BV10013465,bei tu cheng,116.394193,39.976953,8号线,北京,朝阳区,116.400652,39.983496
奥体中心,BV10013466,ao ti zhong xin,116.393759,39.985837,8号线,北京,朝阳区,116.400194,39.99232
奥林匹克公园,BV10013375,ao lin pi ke gong yuan,116.391758,40.002207,8号线,北京,朝阳区,116.39876,40.007933
森林公园南门,BV10009724,sen lin gong yuan nan men,116.3926,40.010122,8号线,北京,朝阳区,116.399036,40.016211
林萃桥,BV10013467,lin cui qiao,116.372998,40.021906,8号线,北京,朝阳区,116.379084,40.027996
永泰庄,BV10000769,yong tai zhuang,116.35458,40.037728,8号线,北京,海淀区,116.361199,40.043612
西小口,BV10013468,xi xiao kou,116.351644,40.046873,8号线,北京,海淀区,116.358248,40.052628
育新,BV10013469,yu xin,116.347328,40.060039,8号线,北京,海淀区,116.353771,40.066031
霍营,BV10007658,HuoYing,116.360286,40.071857,8号线,北京,昌平区,116.368189,40.075504
回龙观东大街,BV10004378,hui long guan dong da jie,116.363025,40.081175,8号线,北京,昌平区,116.369733,40.086835
平西府,BV10000887,ping xi fu,116.350425,40.090607,8号线,北京,昌平区,116.357007,40.095764
育知路,BV10013470,yu zhi lu,116.326992,40.087863,8号线,北京,昌平区,116.331747,40.092852
朱辛庄,BV10000571,zhu xin zhuang,116.313698,40.104297,8号线,北京,昌平区,116.32013,40.110334
珠市口,BV10013381,zhu shi kou,116.398104,39.891267,8号线南段,北京,西城区,116.404809,39.897338
天桥,BV10545379,tian qiao,116.398712,39.88192,8号线南段,北京,西城区,116.405247,39.888891
永定门外,BV10013368,yong ding men wai,116.399369,39.867435,8号线南段,北京,东城区,116.405989,39.872783
木樨园,BV10545382,mu xi yuan,116.399839,39.859262,8号线南段,北京,东城区,116.406345,39.86553
海户屯,BV10545380,hai hu tun,116.400301,39.851805,8号线南段,北京,丰台区,116.406713,39.858265
大红门南,BV10545381,da hong men nan,116.401045,39.836715,8号线南段,北京,丰台区,116.405787,39.851831
和义,BV10545383,he yi,116.402073,39.814838,8号线南段,北京,丰台区,116.408491,39.821387
东高地,BV10545377,dong gao di,116.409427,39.805074,8号线南段,北京,丰台区,116.415686,39.811434
火箭万源,BV10545376,huo jian wan yuan,116.418627,39.799287,8号线南段,北京,丰台区,116.425132,39.805405
五福堂,BV10545378,wu fu tang,116.423903,39.785046,8号线南段,北京,大兴区,116.430158,39.791423
德茂,BV10815503,de mao,116.441617,39.772709,8号线南段,北京,大兴区,116.448258,39.778312
瀛海,BV10815504,ying hai,116.448958,39.760694,8号线南段,北京,大兴区,116.45565,39.766581
郭公庄,BV10007779,GuoGongZhuang,116.301889,39.814322,9号线,北京,丰台区,116.308487,39.820675
丰台科技园,BV10013471,feng tai ke ji yuan,116.297176,39.825233,9号线,北京,丰台区,116.303639,39.831449
科怡路,BV10013472,ke yi lu,116.297432,39.83248,9号线,北京,丰台区,116.303808,39.838664
丰台南路,BV10013473,feng tai nan lu,116.296748,39.840444,9号线,北京,丰台区,116.302854,39.847201
丰台东大街,BV10013474,feng tai dong da jie,116.293857,39.855111,9号线,北京,丰台区,116.300295,39.861425
七里庄,BV10000636,qi li zhuang,116.294292,39.866773,9号线,北京,丰台区,116.300553,39.873014
六里桥,BV10013475,liu li qiao,116.302808,39.880239,9号线,北京,丰台区,116.309357,39.886239
六里桥东,BV10000269,liu li qiao dong,116.315142,39.886886,9号线,北京,丰台区,116.321854,39.893237
北京西站,BV10000102,bei jing xi zhan,116.321218,39.894706,9号线,北京,丰台区,116.327811,39.900677
军事博物馆,BV10000188,jun shi bo wu guan,116.321459,39.907422,9号线,北京,海淀区,116.330207,39.914976
白堆子,BV10013476,bai dui zi,116.325762,39.923818,9号线,北京,海淀区,116.332359,39.929707
白石桥南,BV10000061,bai shi qiao nan,116.32568,39.933022,9号线,北京,海淀区,116.331685,39.938564
国家图书馆,BV10000252,GuoJia TuShuGuan,116.32519,39.943114,9号线,北京,海淀区,116.331555,39.948479
巴沟,BV10013394,ba gou,116.293727,39.974179,10号线,北京,海淀区,116.298179,39.980678
苏州街,BV10013485,su zhou jie,116.306332,39.975642,10号线,北京,海淀区,116.312768,39.981704
海淀黄庄,BV10013411,hai dian huang zhuang,116.317564,39.975996,10号线,北京,海淀区,116.324346,39.981865
知春里,BV10001215,zhi chun li,116.328709,39.976334,10号线,北京,海淀区,116.336091,39.982061
知春路,BV10001218,zhi chun lu,116.33996,39.976476,10号线,北京,海淀区,116.347619,39.982065
西土城,BV10013486,xi tu cheng,116.354098,39.976549,10号线,北京,海淀区,116.36087,39.982036
牡丹园,BV10000017,mu dan yuan,116.369844,39.976603,10号线,北京,海淀区,116.376341,39.982387
健德门,BV10004058,jian de men,116.381353,39.976723,10号线,北京,海淀区,116.387816,39.982833
北土城,BV10013465,bei tu cheng,116.394193,39.976953,10号线,北京,朝阳区,116.400652,39.983496
安贞门,BV10013487,an zhen men,116.405954,39.977005,10号线,北京,朝阳区,116.412371,39.983322
惠新西街南口,BV10005412,hui xin xi jie nan kou,116.417537,39.977121,10号线,北京,朝阳区,116.424044,39.983276
芍药居,BV10006575,shao yao ju,116.435914,39.977636,10号线,北京,朝阳区,116.44336,39.983267
太阳宫,BV10013488,tai yang gong,116.447469,39.972678,10号线,北京,朝阳区,116.454136,39.978314
三元桥,BV10000199,san yuan qiao,116.456997,39.961508,10号线,北京,朝阳区,116.463573,39.96688
亮马桥,BV10000196,liang ma qiao,116.461794,39.949415,10号线,北京,朝阳区,116.468743,39.955006
农业展览馆,BV10001223,nong ye zhan lan guan,116.461724,39.941344,10号线,北京,朝阳区,116.468772,39.946988
团结湖,BV10011994,tuan jie hu,116.461806,39.933747,10号线,北京,朝阳区,116.468337,39.939382
呼家楼,BV10013489,hu jia lou,116.461618,39.923337,10号线,北京,朝阳区,116.468118,39.92898
金台夕照,BV10013490,jin tai xi zhao,116.461743,39.916838,10号线,北京,朝阳区,116.468302,39.92263
国贸,BV10013461,guo mao,116.461841,39.909104,10号线,北京,朝阳区,116.467328,39.914437
双井,BV10013385,ShuangJing,116.461834,39.893512,10号线,北京,朝阳区,116.469147,39.899171
劲松,BV10007162,jin song,116.461325,39.884387,10号线,北京,朝阳区,116.46801,39.890027
潘家园,BV10000543,pan jia yuan,116.460926,39.875387,10号线,北京,朝阳区,116.467742,39.881537
十里河,BV10013367,shi li he,116.457983,39.866417,10号线,北京,朝阳区,116.465014,39.871514
分钟寺,BV10007166,fen zhong si,116.453976,39.852227,10号线,北京,丰台区,116.460381,39.857891
成寿寺,BV10013491,cheng shou si,116.447531,39.845874,10号线,北京,朝阳区,116.454315,39.851457
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,10号线,北京,丰台区,116.434908,39.851735
石榴庄,BV10013492,shi liu zhuang,116.414103,39.845905,10号线,北京,丰台区,116.42057,39.852109
大红门,BV10000737,da hong men,116.399154,39.845383,10号线,北京,丰台区,116.405787,39.851831
角门东,BV10013493,jiao men dong,116.385649,39.845135,10号线,北京,丰台区,116.392539,39.851482
角门西,BV10013417,jiao men xi,116.371154,39.84585,10号线,北京,丰台区,116.377646,39.851929
草桥,BV10000222,CaoQiao,116.351387,39.845869,10号线,北京,丰台区,116.356663,39.852115
纪家庙,BV10006086,ji jia miao,116.333381,39.844433,10号线,北京,丰台区,116.339533,39.850124
首经贸,BV10013494,ShouJingMao,116.320202,39.844463,10号线,北京,丰台区,116.326785,39.850629
丰台站,BV10013495,feng tai zhan,116.30454,39.849639,10号线,北京,丰台区,116.311475,39.856026
泥洼,BV10003566,ni wa,116.304173,39.858609,10号线,北京,丰台区,116.310813,39.8647
西局,BV10000215,xi ju,116.303819,39.86677,10号线,北京,丰台区,116.310325,39.872261
六里桥,BV10013475,liu li qiao,116.302808,39.880239,10号线,北京,丰台区,116.309357,39.886239
莲花桥,BV10002829,lian hua qiao,116.310347,39.897867,10号线,北京,海淀区,116.316823,39.904083
公主坟,BV10000306,gong zhu fen,116.309919,39.907469,10号线,北京,海淀区,116.316746,39.913701
西钓鱼台,BV10002778,xi diao yu tai,116.298064,39.923481,10号线,北京,海淀区,116.304189,39.929644
慈寿寺,BV10013496,ci shou si,116.295467,39.933268,10号线,北京,海淀区,116.300784,39.939302
车道沟,BV10012405,che dao gou,116.293818,39.947923,10号线,北京,海淀区,116.300321,39.954052
长春桥,BV10007535,chang chun qiao,116.294255,39.958527,10号线,北京,海淀区,116.300471,39.964858
火器营,BV10007538,huo qi ying,116.289058,39.965938,10号线,北京,海淀区,116.29561,39.972383
西直门,BV10001595,xi zhi men,116.355426,39.940474,13号线,北京,西城区,116.361446,39.946471
大钟寺,BV10001016,da zhong si,116.345139,39.966612,13号线,北京,海淀区,116.35182,39.972034
知春路,BV10001218,zhi chun lu,116.33996,39.976476,13号线,北京,海淀区,116.347619,39.982065
五道口,BV10006886,wu dao kou,116.337742,39.992894,13号线,北京,海淀区,116.344434,39.998568
上地,BV10013516,shang di,116.320193,40.033007,13号线,北京,海淀区,116.326836,40.038699
清河站,BV11467455,QingHe Zhan,116.314797,40.04109,13号线,北京,海淀区,116.321038,40.047309
西二旗,BV10007027,XiErQi,116.306295,40.053034,13号线,北京,海淀区,116.312555,40.059036
龙泽,BV10013515,long ze,116.319429,40.070882,13号线,北京,昌平区,116.326298,40.076646
回龙观,BV10013514,hui long guan,116.336116,40.0708,13号线,北京,昌平区,116.342667,40.076423
霍营,BV10007658,HuoYing,116.360286,40.071857,13号线,北京,昌平区,116.368189,40.075504
立水桥,BV10000461,li shui qiao,116.41235,40.053032,13号线,北京,朝阳区,116.418267,40.059246
北苑,BV10000150,bei yuan,116.434518,40.042997,13号线,北京,朝阳区,116.441227,40.048911
望京西,BV10013377,wang jing xi,116.449884,39.995724,13号线,北京,朝阳区,116.455652,40.001257
芍药居,BV10006575,shao yao ju,116.435914,39.977636,13号线,北京,朝阳区,116.44336,39.983267
光熙门,BV10013512,guang xi men,116.431761,39.968337,13号线,北京,朝阳区,116.438355,39.974474
柳芳,BV10013511,liu fang,116.432728,39.958157,13号线,北京,朝阳区,116.439265,39.964106
