站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称,行政区名称,bd经度,bd纬度
石桥铺,BV10045316,ShiQiaoPu,106.484891,29.532771,5号线,重庆,九龙坡区,106.492859,29.53437
石新路,BV10955775,ShiXin Lu,106.477473,29.525708,5号线,重庆,,106.465378,29.524669
巴山,BV10955779,BaShan,106.469793,29.520731,5号线,重庆,九龙坡区,106.47553,29.526632
凤西路,BV10955772,FengXi Lu,106.454189,29.51373,5号线,重庆,,106.458786,29.518065
重庆西站,BV10668313,ChongQing XiZhan,106.439014,29.500239,5号线,重庆,沙坪坝区,106.44461,29.50606
华岩寺,BV10955778,HuaYanSi,106.445598,29.493952,5号线,重庆,九龙坡区,106.452647,29.498875
华成路,BV10955774,HuaCheng Lu,106.453531,29.480455,5号线,重庆,九龙坡区,106.459893,29.486572
半山,BV10955769,BanShan,106.450924,29.474539,5号线,重庆,九龙坡区,106.456954,29.479557
中梁山,BV10955768,ZhongLiangShan,106.446081,29.45925,5号线,重庆,九龙坡区,106.440895,29.46962
金建路,BV10955777,JinJian Lu,106.442085,29.442537,5号线,重庆,九龙坡区,106.448559,29.449003
华岩中心,BV10955773,HuaYan ZhongXin,106.440422,29.429132,5号线,重庆,九龙坡区,106.446878,29.435493
跳磴,BV10955771,TiaoDeng,106.437648,29.408392,5号线,重庆,大渡口区,106.444128,29.414704
茶园,BV10413738,ChaYuan,106.642898,29.487559,6号线,重庆,南岸区,106.649481,29.493605
邱家湾,BV10413736,QiuJiaWan,106.64961,29.497915,6号线,重庆,南岸区,106.656022,29.503794
长生桥,BV10413742,ChangShengQiao,106.658049,29.510924,6号线,重庆,南岸区,106.664502,29.517088
刘家坪,BV10413740,LiuJiaPing,106.655733,29.524717,6号线,重庆,南岸区,106.662096,29.530721
上新街,BV10413737,ShangXin Jie,106.597196,29.556094,6号线,重庆,南岸区,106.603535,29.562066
小什字,BV10045951,XiaoShiZi,106.583593,29.560028,6号线,重庆,渝中区,106.5899,29.565944
大剧院,BV10413741,DaJuYuan,106.576944,29.569584,6号线,重庆,江北区,106.583414,29.575757
江北城,BV10413739,JiangBeiCheng,106.572066,29.575825,6号线,重庆,江北区,106.578429,29.582227
五里店,BV10045255,WuLiDian,106.565175,29.58517,6号线,重庆,江北区,106.571909,29.591485
红土地,BV10045325,HongTuDi,106.551176,29.584019,6号线,重庆,渝北区,106.557343,29.590393
黄泥塝,BV10048055,HuangNiBang,106.538072,29.588466,6号线,重庆,渝北区,106.544712,29.594629
红旗河沟,BV10045371,HongQiHeGou,106.526215,29.585387,6号线,重庆,渝北区,106.53279,29.59129
花卉园,BV10045333,HuaHuiYuan,106.512935,29.583226,6号线,重庆,渝北区,106.519422,29.588973
大龙山,BV10045443,Da LongShan,106.498792,29.589491,6号线,重庆,渝北区,106.505249,29.595647
冉家坝,BV10045861,RanJiaBa,106.498822,29.598255,6号线,重庆,渝北区,106.505542,29.604264
光电园,BV10046624,GuangDianYuan,106.499401,29.616077,6号线,重庆,渝北区,106.505995,29.621798
大竹林,BV10046866,DaZhuLin,106.478351,29.628054,6号线,重庆,渝北区,106.484788,29.634275
康庄,BV10048094,KangZhuang,106.478971,29.634788,6号线,重庆,渝北区,106.485461,29.640872
九曲河,BV10390126,JiuQuHe,106.482875,29.653996,6号线,重庆,渝北区,106.48937,29.659765
礼嘉,BV10047459,LiJia,106.488115,29.667234,6号线,重庆,渝北区,106.49516,29.67341
金山寺,BV10049266,JinShan Si,106.492104,29.679292,6号线,重庆,渝北区,106.49877,29.685331
曹家湾,BV10049265,CaoJiaWan,106.494307,29.721,6号线,重庆,北碚区,106.500788,29.726948
蔡家,BV10046482,CaiJia,106.49227,29.736017,6号线,重庆,北碚区,106.498731,29.741856
向家岗,BV10406787,XiangJiaGang,106.472957,29.739202,6号线,重庆,北碚区,106.479507,29.745183
龙凤溪,BV10049264,LongFengXi,106.403911,29.789492,6号线,重庆,北碚区,106.410485,29.795454
状元碑,BV10046412,ZhuangYuan Bei,106.398891,29.803187,6号线,重庆,北碚区,106.405498,29.80902
西南大学,BV10390125,XiNan DaXue,106.423756,29.816263,6号线,重庆,北碚区,106.430154,29.822542
北碚,BV10046343,BeiBei,106.437504,29.825288,6号线,重庆,北碚区,106.44411,29.831793
沙河坝,BV10835893,ShaHeBa,106.556472,29.844186,6号线支线(国博线),重庆,北碚区,106.562973,29.850578
红岩坪,BV10835890,HongYanPing,106.549266,29.832969,6号线支线(国博线),重庆,北碚区,106.555565,29.839744
复兴,BV10835891,FuXing,106.550035,29.822152,6号线支线(国博线),重庆,北碚区,106.556531,29.828441
思源,BV10835892,SiYuan,106.549258,29.807035,6号线支线(国博线),重庆,北碚区,106.555707,29.813135
刘家院子,BV10835889,LiuJia YuanZi,106.554491,29.781874,6号线支线(国博线),重庆,北碚区,106.560912,29.788356
清溪河,BV10835887,QingXiHe,106.547948,29.764022,6号线支线(国博线),重庆,北碚区,106.55439,29.77018
王家庄,BV10835888,WangJiaZhuang,106.545659,29.743497,6号线支线(国博线),重庆,渝北区,106.551902,29.750252
悦来,BV10049263,YueLai,106.547955,29.725508,6号线支线(国博线),重庆,渝北区,106.55434,29.732272
国博中心,BV10048105,GuoBo ZhongXin,106.545523,29.716516,6号线支线(国博线),重庆,渝北区,106.548183,29.724984
高义口,BV10580102,GaoYiKou,106.527902,29.702776,6号线支线(国博线),重庆,渝北区,106.534401,29.708543
黄茅坪,BV10426732,HuangMaoPing,106.531485,29.676213,6号线支线(国博线),重庆,渝北区,106.537882,29.682126
欢乐谷,BV10426731,HuanLeGu,106.508619,29.669213,6号线支线(国博线),重庆,渝北区,106.521106,29.672908
礼嘉,BV10047459,LiJia,106.488115,29.667234,6号线支线(国博线),重庆,渝北区,106.49516,29.67341
鲤鱼池,BV10819162,LiYuChi,106.550159,29.573995,10号线,重庆,江北区,106.556573,29.580233
红土地,BV10045325,HongTuDi,106.551176,29.584019,10号线,重庆,渝北区,106.557343,29.590393
龙头寺公园,BV10872379,LongTouSi GongYuan,106.550608,29.598653,10号线,重庆,渝北区,106.557204,29.604914
重庆北站南广场,BV10049260,ChongQing BeiZhan Nan GuangChang,106.549274,29.606696,10号线,重庆,渝北区,106.557562,29.612738
重庆北站北广场,BV10819146,ChongQing BeiZhan Bei GuangChang,106.551195,29.612922,10号线,重庆,渝北区,106.557635,29.618491
民心佳园,BV10872386,MinXin JiaYuan,106.567621,29.626609,10号线,重庆,渝北区,106.568438,29.631199
三亚湾,BV10872387,SanYaWan,106.584785,29.638338,10号线,重庆,渝北区,106.591471,29.644493
上湾路,BV10819163,ShangWan Lu,106.608952,29.649889,10号线,重庆,渝北区,106.615821,29.65575
环山公园,BV10872383,HuanShan GongYuan,106.622117,29.658846,10号线,重庆,渝北区,106.628728,29.664539
长河,BV10872384,ChangHe,106.629425,29.674056,10号线,重庆,渝北区,106.636185,29.679941
江北机场T3航站楼,BV10842611,JiangBei JiChang T3 HangZhanLou,106.655275,29.708424,10号线,重庆,渝北区,106.661973,29.714283
江北机场T2航站楼,BV10842603,JiangBei JiChang T2 HangZhanLou,106.638292,29.718703,10号线,重庆,渝北区,106.643924,29.723747
渝北广场,BV10872385,YuBei GuangChang,106.629849,29.718544,10号线,重庆,渝北区,106.636754,29.724571
鹿山,BV10872381,LuShan,106.608363,29.720589,10号线,重庆,渝北区,106.614905,29.726226
中央公园东,BV10872388,ZhongYang GongYuan Dong,106.591963,29.723653,10号线,重庆,渝北区,106.598505,29.729634
中央公园,BV10872380,ZhongYang GongYuan,106.583722,29.723671,10号线,重庆,渝北区,106.590326,29.722571
中央公园西,BV10872382,ZhongYang GongYuan Xi,106.572323,29.723702,10号线,重庆,渝北区,106.578782,29.729969
悦来,BV10049263,YueLai,106.547955,29.725508,10号线,重庆,渝北区,106.55434,29.732272
王家庄,BV10835888,WangJiaZhuang,106.545659,29.743497,10号线,重庆,渝北区,106.551902,29.750252
重庆图书馆,BV10668294,ChongQing TuShuGuan,106.45555,29.532135,环线,重庆,沙坪坝区,106.461272,29.538625
天星桥,BV10668312,TianXingQiao,106.458625,29.542227,环线,重庆,沙坪坝区,106.459598,29.55283
沙坪坝,BV10045606,ShaPingBa,106.460425,29.556003,环线,重庆,沙坪坝区,106.467017,29.562608
重庆大学,BV10668305,ChongQing DaXue,106.463078,29.568137,环线,重庆,沙坪坝区,106.46997,29.574468
玉带山,BV10668300,YuDai Shan,106.476119,29.580583,环线,重庆,江北区,106.482568,29.586455
南桥寺,BV10668295,NanQiaoSi,106.482436,29.590358,环线,重庆,江北区,106.488985,29.596846
体育公园,BV10668314,TiYu GongYuan,106.487624,29.598666,环线,重庆,江北区,106.494081,29.604469
冉家坝,BV10045861,RanJiaBa,106.498822,29.598255,环线,重庆,渝北区,106.505542,29.604264
动步公园,BV10668302,DongBu GongYuan,106.504857,29.60317,环线,重庆,渝北区,106.51198,29.60978
洪湖东路,BV10668311,HongHu DongLu,106.512396,29.607646,环线,重庆,渝北区,106.519024,29.613455
民安大道,BV10819160,MinAn DaDao,106.529107,29.608917,环线,重庆,渝北区,106.535272,29.614818
重庆北站南广场,BV10049260,ChongQing BeiZhan Nan GuangChang,106.549274,29.606696,环线,重庆,渝北区,106.557562,29.612738
渝鲁,BV10668299,YuLu,106.559502,29.595985,环线,重庆,渝北区,106.56622,29.601921
五里店,BV10045255,WuLiDian,106.565175,29.58517,环线,重庆,江北区,106.571909,29.591485
弹子石,BV10668292,DanZiShi,106.592558,29.585809,环线,重庆,南岸区,106.599228,29.592042
涂山,BV10668309,TuShan,106.600619,29.57597,环线,重庆,南岸区,106.607203,29.581752
仁济,BV10668303,RenJi,106.601093,29.564618,环线,重庆,南岸区,106.606459,29.57102
上新街,BV10413737,ShangXin Jie,106.597196,29.556094,环线,重庆,南岸区,106.603535,29.562066
海棠溪,BV10668293,HaiTangXi,106.587098,29.534515,环线,重庆,南岸区,106.593461,29.540714
罗家坝,BV10668307,LuoJiaBa,106.582936,29.526321,环线,重庆,南岸区,106.589265,29.53234
四公里,BV10046035,Si GongLi,106.576142,29.516665,环线,重庆,南岸区,106.583227,29.523255
南湖,BV10668306,NanHu,106.556997,29.516859,环线,重庆,南岸区,106.563403,29.523175
海峡路,BV10668310,HaiXia Lu,106.546527,29.518779,环线,重庆,南岸区,106.552708,29.524695
谢家湾,BV10045550,XieJiaWan,106.517591,29.519096,环线,重庆,九龙坡区,106.52407,29.524954
奥体中心,BV11102220,AoTi ZhongXin,106.502398,29.523086,环线,重庆,九龙坡区,106.515634,29.532636
陈家坪,BV11304020,ChenJiaPing,106.489965,29.52406,环线,重庆,九龙坡区,106.495398,29.529379
彩云湖,BV11304022,CaiYunHu,106.471832,29.516037,环线,重庆,九龙坡区,106.478095,29.521829
二郎,BV11102224,ErLang,106.462156,29.505032,环线,重庆,九龙坡区,106.4686,29.510582
华龙,BV11102222,HuaLong,106.452861,29.495513,环线,重庆,九龙坡区,106.459502,29.501894
重庆西站,BV10668313,ChongQing XiZhan,106.439014,29.500239,环线,重庆,沙坪坝区,106.44461,29.50606
上桥,BV11102218,ShangQiao,106.442862,29.51833,环线,重庆,沙坪坝区,106.449078,29.524432
凤鸣山,BV11102223,Feng MingShan,106.449365,29.524457,环线,重庆,沙坪坝区,106.455779,29.530744
湘湖,BV10187404,XiangHu,120.234391,30.167585,1号线,杭州,萧山区,120.240724,30.17398
滨康路,BV10187403,BinKang Lu,120.231003,30.183864,1号线,杭州,滨江区,120.23756,30.18966
西兴,BV10180859,XiXing,120.220429,30.187295,1号线,杭州,滨江区,120.227211,30.193308
滨和路,BV10187402,BinHe Lu,120.217552,30.19955,1号线,杭州,滨江区,120.224058,30.205784
江陵路,BV10187401,JiangLing Lu,120.216602,30.208994,1号线,杭州,滨江区,120.223015,30.215358
近江,BV10187400,JinJiang,120.197851,30.230791,1号线,杭州,上城区,120.204085,30.236847
婺江路,BV10187399,WuJiang Lu,120.191008,30.236914,1号线,杭州,上城区,120.197418,30.242684
城站,BV10187398,ChengZhan,120.181104,30.244457,1号线,杭州,上城区,120.187532,30.250172
定安路,BV10187397,DingAn Lu,120.167751,30.245954,1号线,杭州,上城区,120.174309,30.2517
龙翔桥,BV10180770,LongXiang Qiao,120.164052,30.254642,1号线,杭州,上城区,120.170581,30.260523
凤起路,BV10180489,FengQi Lu,120.162887,30.263779,1号线,杭州,下城区,120.170031,30.268283
武林广场,BV10182629,WuLin GuangChang,120.164324,30.272368,1号线,杭州,下城区,120.170951,30.278153
西湖文化广场,BV10184027,XiHu WenHua GuangChang,120.165639,30.279585,1号线,杭州,下城区,120.172287,30.285779
打铁关,BV10183623,DaTieGuan,120.176592,30.285421,1号线,杭州,下城区,120.184326,30.291247
闸弄口,BV10187396,Zha Long Kou,120.192496,30.284507,1号线,杭州,江干区,120.198983,30.290182
火车东站,BV10180630,HuoChe DongZhan,120.212892,30.291124,1号线,杭州,江干区,120.219449,30.297119
彭埠,BV10180827,PengBu,120.223661,30.294065,1号线,杭州,江干区,120.229889,30.300276
七堡,BV10183781,QiBao,120.241065,30.300002,1号线,杭州,江干区,120.247567,30.306418
九和路,BV10187395,JiuHe Lu,120.252784,30.305799,1号线,杭州,江干区,120.259273,30.312083
九堡,BV10180837,JiuBao,120.266622,30.30791,1号线,杭州,江干区,120.272801,30.313753
客运中心,BV10187394,KeYun ZhongXin,120.2787,30.311183,1号线,杭州,江干区,120.285138,30.316884
下沙西,BV10187407,XiaSha Xi,120.312534,30.309918,1号线,杭州,江干区,120.31903,30.315692
金沙湖,BV10187406,JinSha Hu,120.32572,30.309246,1号线,杭州,江干区,120.332051,30.315331
高沙路,BV10187405,GaoSha Lu,120.335408,30.30942,1号线,杭州,江干区,120.341548,30.315434
文泽路,BV10187368,WenZe Lu,120.348439,30.309996,1号线,杭州,江干区,120.356234,30.316443
文海南路,BV10187369,WenHai NanLu,120.376146,30.311208,1号线,杭州,江干区,120.382624,30.317165
云水,BV10187370,YunShui,120.381787,30.302893,1号线,杭州,江干区,120.38832,30.30871
下沙江滨,BV10187371,XiaSha JiangBin,120.38172,30.287736,1号线,杭州,江干区,120.38821,30.293742
杭州大会展中心,BV11472647,HangZhou DaHuiZhan ZhongXin,120.411964,30.271186,1号线,杭州,萧山区,120.418728,30.27663
港城大道,BV11472645,GangCheng DaDao,120.425429,30.270715,1号线,杭州,萧山区,120.432102,30.276231
南阳,BV11472648,NanYang,120.435738,30.270138,1号线,杭州,萧山区,120.442863,30.275827
向阳路,BV11472646,XiangYang Lu,120.442553,30.260328,1号线,杭州,萧山区,120.449181,30.266093
萧山国际机场,BV11411937,XiaoShan GuoJi JiChang,120.434401,30.236158,1号线,杭州,萧山区,120.443341,30.240638
湘湖,BV10187404,XiangHu,120.234391,30.167585,1号线,杭州,萧山区,120.240724,30.17398
滨康路,BV10187403,BinKang Lu,120.231003,30.183864,1号线,杭州,滨江区,120.23756,30.18966
西兴,BV10180859,XiXing,120.220429,30.187295,1号线,杭州,滨江区,120.227211,30.193308
滨和路,BV10187402,BinHe Lu,120.217552,30.19955,1号线,杭州,滨江区,120.224058,30.205784
江陵路,BV10187401,JiangLing Lu,120.216602,30.208994,1号线,杭州,滨江区,120.223015,30.215358
近江,BV10187400,JinJiang,120.197851,30.230791,1号线,杭州,上城区,120.204085,30.236847
婺江路,BV10187399,WuJiang Lu,120.191008,30.236914,1号线,杭州,上城区,120.197418,30.242684
城站,BV10187398,ChengZhan,120.181104,30.244457,1号线,杭州,上城区,120.187532,30.250172
定安路,BV10187397,DingAn Lu,120.167751,30.245954,1号线,杭州,上城区,120.174309,30.2517
龙翔桥,BV10180770,LongXiang Qiao,120.164052,30.254642,1号线,杭州,上城区,120.170581,30.260523
凤起路,BV10180489,FengQi Lu,120.162887,30.263779,1号线,杭州,下城区,120.170031,30.268283
武林广场,BV10182629,WuLin GuangChang,120.164324,30.272368,1号线,杭州,下城区,120.170951,30.278153
西湖文化广场,BV10184027,XiHu WenHua GuangChang,120.165639,30.279585,1号线,杭州,下城区,120.172287,30.285779
打铁关,BV10183623,DaTieGuan,120.176592,30.285421,1号线,杭州,下城区,120.184326,30.291247
闸弄口,BV10187396,Zha Long Kou,120.192496,30.284507,1号线,杭州,江干区,120.198983,30.290182
火车东站,BV10180630,HuoChe DongZhan,120.212892,30.291124,1号线,杭州,江干区,120.219449,30.297119
彭埠,BV10180827,PengBu,120.223661,30.294065,1号线,杭州,江干区,120.229889,30.300276
七堡,BV10183781,QiBao,120.241065,30.300002,1号线,杭州,江干区,120.247567,30.306418
九和路,BV10187395,JiuHe Lu,120.252784,30.305799,1号线,杭州,江干区,120.259273,30.312083
九堡,BV10180837,JiuBao,120.266622,30.30791,1号线,杭州,江干区,120.272801,30.313753
客运中心,BV10187394,KeYun ZhongXin,120.2787,30.311183,1号线,杭州,江干区,120.285138,30.316884
乔司南,BV10187393,Qiao SiNan,120.290691,30.327319,1号线,杭州,余杭区,120.297442,30.333252
乔司,BV10180845,QiaoSi,120.285261,30.346865,1号线,杭州,余杭区,120.291822,30.352508
翁梅,BV10187392,WengMei,120.295006,30.364832,1号线,杭州,余杭区,120.301669,30.37058
余杭高铁站,BV10182327,YuHang GaoTie Zhan,120.297858,30.382057,1号线,杭州,余杭区,120.304296,30.387667
南苑,BV10187391,NanYuan,120.302207,30.394986,1号线,杭州,余杭区,120.309158,30.400765
临平,BV10952977,LinPing,120.304068,30.406793,1号线,杭州,余杭区,120.310458,30.411241
朝阳,BV10338898,ChaoYang,120.268228,30.122219,2号线,杭州,萧山区,120.274632,30.128204
曹家桥,BV10338893,CaoJia Qiao,120.267867,30.134524,2号线,杭州,萧山区,120.274374,30.140659
潘水,BV10396687,PanShui,120.267644,30.148186,2号线,杭州,萧山区,120.274138,30.154198
人民路,BV10187374,RenMin Lu,120.267502,30.159176,2号线,杭州,萧山区,120.273892,30.165441
杭发厂,BV10187375,HangFaChang,120.267205,30.170619,2号线,杭州,萧山区,120.273537,30.176946
人民广场,BV10182119,RenMin GuangChang,120.266831,30.179593,2号线,杭州,萧山区,120.272958,30.186495
建设一路,BV10183763,JianShe YiLu,120.266538,30.194046,2号线,杭州,萧山区,120.273004,30.200097
建设三路,BV10180455,JianShe San Lu,120.268252,30.204512,2号线,杭州,萧山区,120.274138,30.210513
振宁路,BV10187376,ZhenNing Lu,120.269215,30.217695,2号线,杭州,萧山区,120.27577,30.223645
飞虹路,BV10338894,FeiHong Lu,120.263328,30.230955,2号线,杭州,萧山区,120.269735,30.237113
盈丰路,BV10338899,YingFeng Lu,120.252501,30.236997,2号线,杭州,萧山区,120.258706,30.243293
钱江世纪城,BV10187379,QianJiang ShiJiCheng,120.244139,30.240555,2号线,杭州,萧山区,120.249785,30.246538
钱江路,BV10187380,QianJiang Lu,120.213387,30.255978,2号线,杭州,江干区,120.219643,30.26209
庆春广场,BV10898177,QingChun GuangChang,120.204748,30.257602,2号线,杭州,江干区,120.211895,30.264527
庆菱路,BV10898179,QingLing Lu,120.193077,30.257613,2号线,杭州,江干区,120.199675,30.263458
建国北路,BV10405728,JianGuo BeiLu,120.181413,30.264496,2号线,杭州,下城区,120.187547,30.270211
中河北路,BV10898174,ZhongHe BeiLu,120.172436,30.264596,2号线,杭州,下城区,120.178684,30.270304
凤起路,BV10180489,FengQi Lu,120.162887,30.263779,2号线,杭州,下城区,120.170031,30.268283
武林门,BV10898180,WuLinMen,120.155334,30.269792,2号线,杭州,下城区,120.161663,30.276372
沈塘桥,BV10898178,Shen TangQiao,120.150223,30.280146,2号线,杭州,西湖区,120.156637,30.286337
下宁桥,BV11373543,XiaNingQiao,120.140024,30.283319,2号线,杭州,西湖区,120.146508,30.28947
学院路,BV10898175,XueYuan Lu,120.129776,30.282757,2号线,杭州,西湖区,120.1361,30.289028
古翠路,BV10405719,GuCui Lu,120.117918,30.282192,2号线,杭州,西湖区,120.124223,30.288538
丰潭路,BV10971056,FengTan Lu,120.109629,30.281911,2号线,杭州,西湖区,120.115771,30.288196
文新,BV10971062,WenXin,120.098193,30.289251,2号线,杭州,西湖区,120.104622,30.295617
三坝,BV10876935,SanBa,120.097778,30.300714,2号线,杭州,西湖区,120.104707,30.306554
虾龙圩,BV10971055,XiaLongWei,120.096383,30.309587,2号线,杭州,西湖区,120.102794,30.315567
三墩,BV10971063,SanDun,120.093014,30.320033,2号线,杭州,西湖区,120.099472,30.326194
墩祥街,BV10971057,DunXiang Jie,120.087615,30.331667,2号线,杭州,拱墅区,120.094094,30.337634
金家渡,BV10971060,JinJiaDu,120.083912,30.339138,2号线,杭州,余杭区,120.090564,30.344981
白洋,BV10971059,BaiYang,120.072905,30.351155,2号线,杭州,余杭区,120.079505,30.357041
杜甫村,BV10971058,DuFuCun,120.056549,30.359033,2号线,杭州,余杭区,120.063252,30.364585
良渚,BV10971061,LiangZhu,120.041654,30.358992,2号线,杭州,余杭区,120.049368,30.364811
浦沿,BV10965640,PuYan,120.15338,30.159703,4号线,杭州,滨江区,120.160407,30.164601
杨家墩,BV10965639,YangJiaDun,120.14886,30.16782,4号线,杭州,滨江区,120.155372,30.17389
中医药大学,BV10422794,ZhongYiYao DaXue,120.146432,30.175802,4号线,杭州,滨江区,120.152793,30.18199
联庄,BV10965641,LianZhuang,120.152024,30.186648,4号线,杭州,滨江区,120.158462,30.192225
水澄桥,BV10965637,ShuiCheng Qiao,120.151946,30.204075,4号线,杭州,上城区,120.158517,30.20996
复兴路,BV10965636,FuXing Lu,120.163407,30.210287,4号线,杭州,上城区,120.170119,30.216015
南星桥,BV10422797,NanXingQiao,120.177643,30.217442,4号线,杭州,上城区,120.184253,30.222753
甬江路,BV10965638,YongJiang Lu,120.190213,30.224098,4号线,杭州,上城区,120.196107,30.229086
近江,BV10187400,JinJiang,120.197851,30.230791,4号线,杭州,上城区,120.204085,30.236847
城星路,BV10420747,ChengXing Lu,120.206954,30.239643,4号线,杭州,江干区,120.213466,30.245639
市民中心,BV10420745,ShiMin ZhongXin,120.211349,30.244963,4号线,杭州,江干区,120.21785,30.250911
江锦路,BV10420744,JiangJin Lu,120.215568,30.249727,4号线,杭州,江干区,120.221893,30.255776
钱江路,BV10187380,QianJiang Lu,120.213387,30.255978,4号线,杭州,江干区,120.219643,30.26209
景芳,BV10420748,JingFang,120.207708,30.264903,4号线,杭州,江干区,120.214296,30.271047
新塘,BV10420750,XinTang,120.207386,30.276171,4号线,杭州,江干区,120.213806,30.28217
新风,BV10420755,XinFeng,120.20808,30.287244,4号线,杭州,江干区,120.214181,30.29323
火车东站,BV10180630,HuoChe DongZhan,120.212892,30.291124,4号线,杭州,江干区,120.219449,30.297119
彭埠,BV10180827,PengBu,120.223661,30.294065,4号线,杭州,江干区,120.229889,30.300276
金星,BV11328813,JinXing,119.966536,30.265041,5号线,杭州,余杭区,119.972914,30.2712
绿汀路,BV10780752,LvTing Lu,119.992117,30.260136,5号线,杭州,余杭区,119.998469,30.266488
葛巷,BV11197164,Ge Xiang,119.99882,30.270354,5号线,杭州,余杭区,120.00522,30.276558
创景路,BV11197161,ChuangJing Lu,119.998587,30.279497,5号线,杭州,余杭区,120.004904,30.285454
良睦路,BV10780758,LiangMu Lu,120.007201,30.285632,5号线,杭州,余杭区,120.01363,30.291961
杭师大仓前,BV10780757,HangShiDa CangQian,120.01721,30.288592,5号线,杭州,余杭区,120.023579,30.294858
永福,BV10780769,YongFu,120.027057,30.291577,5号线,杭州,余杭区,120.033349,30.29754
五常,BV10780765,WuChang,120.045156,30.296292,5号线,杭州,余杭区,120.051961,30.302137
蒋村,BV10780751,JiangCun,120.068483,30.294809,5号线,杭州,西湖区,120.074683,30.300426
浙大紫金港,BV10780766,ZheDa ZiJinGang,120.077192,30.294129,5号线,杭州,西湖区,120.083767,30.29987
三坝,BV10876935,SanBa,120.097778,30.300714,5号线,杭州,西湖区,120.104707,30.306554
萍水街,BV10780763,PingShui Jie,120.112745,30.302806,5号线,杭州,拱墅区,120.118967,30.309154
和睦,BV10780768,HeMu,120.120384,30.309602,5号线,杭州,拱墅区,120.126369,30.315519
大运河,BV10780748,DaYunHe,120.131684,30.319283,5号线,杭州,拱墅区,120.138224,30.325635
拱宸桥东,BV10780747,GongChenQiao Dong,120.147679,30.317058,5号线,杭州,拱墅区,120.154413,30.323064
善贤,BV11094100,ShanXian,120.159758,30.316538,5号线,杭州,拱墅区,120.166162,30.322474
西文街,BV11197165,XiWen Jie,120.169932,30.316037,5号线,杭州,下城区,120.176877,30.321726
香积寺路,BV11197167,XiangJiSi Lu,120.175816,30.308438,5号线,杭州,下城区,120.182537,30.313953
杭氧,BV11197162,HangYang,120.178944,30.294335,5号线,杭州,下城区,120.185551,30.299697
打铁关,BV10183623,DaTieGuan,120.176592,30.285421,5号线,杭州,下城区,120.184326,30.291247
宝善桥,BV11197157,BaoShan Qiao,120.179898,30.271654,5号线,杭州,下城区,120.186448,30.277501
建国北路,BV10405728,JianGuo BeiLu,120.181413,30.264496,5号线,杭州,下城区,120.187547,30.270211
万安桥,BV11197171,WanAn Qiao,120.180595,30.254052,5号线,杭州,上城区,120.187307,30.259923
城站,BV10187398,ChengZhan,120.181104,30.244457,5号线,杭州,上城区,120.187532,30.250172
江城路,BV10780756,JiangCheng Lu,120.178383,30.238825,5号线,杭州,上城区,120.184838,30.244161
候潮门,BV11197156,HouChaoMen,120.173019,30.226616,5号线,杭州,上城区,120.17961,30.232295
南星桥,BV10422797,NanXingQiao,120.177643,30.217442,5号线,杭州,上城区,120.184253,30.222753
长河,BV10743530,ChangHe,120.194533,30.197087,5号线,杭州,滨江区,120.200751,30.202701
聚才路,BV11197168,JuCai Lu,120.198803,30.182426,5号线,杭州,滨江区,120.204695,30.188663
江晖路,BV11197170,JiangHui Lu,120.212417,30.181579,5号线,杭州,滨江区,120.218879,30.187625
滨康路,BV10187403,BinKang Lu,120.231003,30.183864,5号线,杭州,滨江区,120.23756,30.18966
博奥路,BV11197169,BoAo Lu,120.244164,30.182338,5号线,杭州,萧山区,120.250451,30.188719
金鸡路,BV11197159,JinJi Lu,120.253402,30.181697,5号线,杭州,萧山区,120.259809,30.188013
人民广场,BV10182119,RenMin GuangChang,120.266831,30.179593,5号线,杭州,萧山区,120.272958,30.186495
育才北路,BV11197166,YuCai BeiLu,120.277897,30.180823,5号线,杭州,萧山区,120.284322,30.186575
通惠中路,BV11197163,TongHui ZhongLu,120.285183,30.180485,5号线,杭州,萧山区,120.291644,30.186209
火车南站,BV11197172,HuoChe NanZhan,120.297331,30.17267,5号线,杭州,萧山区,120.300366,30.177844
双桥,BV11197160,ShuangQiao,120.30877,30.173139,5号线,杭州,萧山区,120.315498,30.178708
姑娘桥,BV11197158,GuNiang Qiao,120.330526,30.175919,5号线,杭州,萧山区,120.337071,30.181861
钱江世纪城,BV10187379,QianJiang ShiJiCheng,120.244139,30.240555,6号线,杭州,萧山区,120.249785,30.246538
博览中心,BV11043951,BoLan ZhongXin,120.236351,30.232419,6号线,杭州,萧山区,120.244815,30.23606
奥体中心,BV11043952,AoTi ZhongXin,120.23276,30.223578,6号线,杭州,滨江区,120.235033,30.235199
星民,BV10743539,XingMin,120.223865,30.213171,6号线,杭州,滨江区,120.230676,30.219191
江陵路,BV10187401,JiangLing Lu,120.216602,30.208994,6号线,杭州,滨江区,120.223015,30.215358
江汉路,BV10743529,JiangHan Lu,120.204943,30.202836,6号线,杭州,滨江区,120.223015,30.215358
长河,BV10743530,ChangHe,120.194533,30.197087,6号线,杭州,滨江区,120.200751,30.202701
建业路,BV10743538,JianYe Lu,120.179499,30.190802,6号线,杭州,滨江区,120.185227,30.196067
诚业路,BV10743525,ChengYe Lu,120.170027,30.186693,6号线,杭州,滨江区,120.176484,30.192444
